id,label
30357,0
11021,0
26763,0
59708,0
78244,0
11813,1
16468,0
75637,0
71071,0
17714,1
97610,1
63048,1
30075,1
74237,0
60466,0
25685,1
16333,0
78417,1
78760,0
78261,1
40790,0
63775,0
44108,0
98949,0
74414,0
51525,1
84550,0
19499,0
23530,0
84034,0
79051,0
93740,0
54366,0
57284,0
82565,0
59700,1
13433,1
80197,0
90353,1
36496,0
93321,0
79309,0
80637,0
50793,0
84239,0
47834,1
65426,1
81354,0
14479,1
47696,1
75438,0
11699,1
62379,0
71294,0
55633,1
43864,0
40013,0
30399,0
47886,0
87934,0
46232,1
21869,0
35976,0
59337,0
57732,1
17563,0
55899,0
47396,0
46717,0
78260,0
22695,0
27455,0
83466,0
48657,1
89635,1
52335,0
27360,0
53971,0
89603,1
86611,1
44222,0
41078,0
44625,0
21197,0
12193,0
73484,0
96283,0
78289,0
29485,0
67024,0
97430,0
63985,1
65505,0
29697,0
26695,1
86529,0
37332,0
80612,0
89438,0
68755,0
53675,0
31195,0
20522,0
52866,0
65428,0
94260,1
93256,0
78364,0
70324,1
96847,0
89329,0
40929,0
24798,0
99947,0
94203,0
11100,1
83240,1
14591,0
66094,0
59164,0
90036,0
24047,0
81890,1
26010,0
72037,0
56312,0
10860,0
38829,1
78301,1
56599,0
94607,1
72531,0
37214,0
84952,0
98575,0
58342,1
53914,0
76324,0
18730,0
39429,1
72893,0
18786,1
61004,0
46603,0
73236,0
35785,1
84045,1
67049,1
57804,0
82273,1
68340,0
78646,0
13582,0
36455,0
98994,0
92967,0
70762,1
98216,1
42113,0
61889,0
30365,0
68518,0
37649,1
21394,0
14582,1
88487,0
21714,0
50821,0
57793,0
55400,0
59751,1
66470,0
92215,1
11122,0
87139,0
17311,0
89392,0
22311,0
88188,0
35503,0
75125,1
49210,0
21354,1
48965,0
88939,0
22594,0
45855,0
59159,0
77395,0
90492,0
19410,1
67211,0
35940,0
33394,1
96543,0
45271,0
56513,0
59691,1
34864,0
97956,0
49164,0
14273,0
38323,0
84848,0
41997,0
56637,0
65514,0
19815,1
36737,0
97410,1
18782,0
77746,1
42925,0
17704,1
61674,0
42419,0
83463,0
39860,1
93586,0
22189,0
39918,0
51726,0
86382,0
20568,0
14923,0
53787,0
53660,0
61551,0
21826,1
80230,0
24974,0
56257,0
61311,0
79934,1
96418,0
55048,0
77625,0
10252,0
63128,0
70740,0
34034,1
92341,0
84419,0
72634,0
18825,0
70424,0
35265,0
44869,0
22047,0
66950,0
57443,0
76833,0
22502,0
44206,0
82044,0
24929,1
55832,0
32056,1
76339,0
21266,0
83591,0
67841,1
93576,0
44218,0
51732,0
74605,0
58487,0
74006,0
94427,1
96594,0
85447,0
62689,0
72609,0
25047,0
35968,1
99924,0
34665,0
45053,0
56232,0
62051,0
69036,0
14516,1
29514,0
75770,0
89749,0
25138,0
15866,1
91659,0
30657,0
57185,0
33172,0
71506,0
49079,0
91430,1
29203,0
66750,0
27913,0
94816,0
54004,0
41609,0
74157,0
65187,1
42656,0
53325,1
48503,0
36871,0
10417,1
10611,0
66771,0
23461,0
71455,0
46410,0
48142,0
58191,0
65968,0
26072,1
16856,0
89200,1
57869,1
45269,1
85583,0
88398,0
50667,0
90222,0
74235,0
52352,0
95106,0
16717,0
37049,0
58975,0
62938,0
15437,1
21198,0
66623,0
91472,1
27211,0
98531,1
46018,1
19152,0
43753,1
98685,1
31665,1
38732,0
47022,0
66074,0
41323,0
27613,0
61997,0
58690,0
15977,0
31957,0
46983,1
90529,0
91136,0
76332,0
42929,0
82896,0
30424,0
97795,0
22067,1
48738,0
62374,0
95156,0
81749,0
68363,0
79756,1
24097,0
99563,0
92047,0
23542,1
43453,0
69292,0
97930,0
28354,0
74959,0
96033,0
80440,1
98096,0
83416,0
59687,0
86570,0
67418,1
61929,0
58632,1
51621,0
85309,0
57330,0
30207,0
62237,0
92823,0
39788,0
48820,0
35612,0
96905,0
34122,0
17100,1
72538,0
68371,1
24638,0
73621,0
79778,1
87617,0
16323,1
90328,1
71350,1
43782,0
46378,0
18357,0
24000,0
51286,0
10412,0
84900,0
45147,0
58287,0
44599,0
38726,0
36393,0
74747,0
43173,1
58109,0
42091,0
29475,0
19296,0
96203,0
27467,0
42404,1
14972,0
49426,0
82638,0
51052,1
32059,0
77649,0
32061,1
88660,0
63129,0
79653,0
99016,0
57283,0
74797,1
25177,0
68831,0
60621,0
87428,0
39400,0
90355,0
38003,0
62788,1
28484,0
91471,0
84343,0
88745,1
70443,0
90402,0
90327,1
85687,0
88177,0
31022,0
65545,0
56129,0
51851,0
31997,0
89493,0
34903,0
40766,0
58543,1
53194,0
79222,1
72401,0
37002,0
31354,1
99347,0
60713,0
89054,0
29008,0
96333,0
19770,0
41590,0
72523,0
25783,0
16683,0
14640,0
31641,0
23762,0
45984,0
74909,1
88822,1
89432,0
38070,0
96397,0
37342,0
77917,0
31499,0
52547,0
34030,1
21054,0
60546,0
98396,0
29882,0
90581,0
69073,1
49338,0
22812,0
29113,1
13097,0
98816,0
77222,0
95258,0
36892,0
51589,0
48945,0
74448,0
76036,0
11286,1
36500,0
21677,0
73105,0
41821,1
72213,0
14258,0
13131,0
76379,0
25354,0
89417,0
68256,0
78984,0
52080,0
25127,0
48650,0
51762,0
71592,1
28558,0
32141,0
80406,0
73366,0
26454,0
78688,0
76135,0
30778,1
48418,0
10313,0
78950,0
13993,0
32492,0
50781,0
22569,1
87317,0
53862,0
89424,0
22470,0
48938,1
85360,0
90032,0
31182,0
83464,0
51218,0
41438,1
72867,0
73439,0
25657,0
67018,0
50665,0
24583,0
