id	subtask_b	tweet
20599	0	"""""""""""""""""""""""""""""""@USER JUST LIKE A PLANTATION, White Liberals have Black people under their thumb and any Black person that tries to get out from under their Old Order"""""""""""""""""""""""""""""""" is considered one of them uppity Negroes, too smart fer his britches. They get all the other good lil Negroes to teach em a lesson."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
25791	0	"""""""""""""""""""""""""""""""@USER @USER @USER @USER Obama claims robust economy belongs to him and Pelosi blames bad economy"""""""""""""""""""""""""""""""" on Trump. These dem dolts are schizo."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
71819	0	@USER I was more sad about how many liberals seem to love firing shots at allies. I saw it in 2016 with Bernie Sanders supporters calling me an Uncle Tom for supporting Hillary.  I made the same argument then and now. No shade and hopefully you don't block me. I respect your opinion
47621	0	"""""""""""""""""""""""""""""""@USER Authoritarianism is terrifying and destructive. Right now the Conservatives are authoritarian neo-liberals. Fascism is right wing, not left-wing. Centrist politics to privatise profit but burdening tax-payers with all the risks is a bad deal and why centrism"""""""""""""""""""""""""""""""" is unpopular."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
20561	0	@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent
39162	0	@USER fucking liar she was happy to play kate nash when you asked her
35430	0	@USER @USER Is he?  Does he know this?  You sure he's not out golfing??  Or maybe tweeting like a lunatic.  I bet he is planning his next #MAGADingDong rally.  He was never President.  You are just to brainwashed to realize that.
46933	1	@USER @USER There r 65 million that can sign to the affect that they didn't vote for an asshole.
82617	0	@USER @USER @USER And what does this have to do with a lying attorney and a 35 year old claim? I know it's hard for you liberals to look at two things at once
40154	0	INTERRUPTING HIS HEARING AT EVERY TURN! BUT THATS OK HE IS A MAN AND CAN TAKE IT! AT LEAST HE WILL REMEMBER WHO WHAT WHEN AND WHERE HE WAS! AFTER THIS KAVANAUGH WILL HAVE DEFINITELY EARNED HIS STRIPES TO SCOTUS!  MAGA!
59228	0	4 dead in mass shooting at Fifth Third Bank building in downtown Cincinnati'. Deep State Fake News Crisis Actor Alert!! Gun Control bullshit .. F'off  Feinstein/Obama!   URL via @
74015	0	@USER Sorry but bloodsuckers are bad almost as bad as elves like you are dating an undead monster who cant be controlled and even if they can be controlled you'll die before her and make her have mental issues
71821	0	@USER @USER @USER The fact that you equate smoking reefer with sexual assault tells me everything I need to know about you. You MAGA-bot-types are completely at sea when it comes to basic human decency. Like your president.
83321	0	@USER You are sexy as fuck babygirl🔥🔥🔥
45155	0	@USER Fuck you it’s 3
81082	0	@USER @USER @USER fails to realize he is the party of @USER and Antifa. A complete lack of self awareness. These people are dangerous. #EnemyOfThePeople
17480	0	@USER I call her the Negative Nellie who lives in my brain. I constantly battle with her. She is a creep.
54316	0	@USER Carrey is a pig🤬
44031	0	@USER Illegal Immigrants:  Human Beings Trump Supporters:  MAGA Gullibles MS-13 Killers:  Fear mongering Human beings in the womb:  Not your baby/not your business Antifa:  Same as RW nut jobs  Law Abiding NRA Members:  Could be terrorists Bill Clinton:  Your crush Kavanugh:  PREDATOR
61240	0	@USER I`m with you JR.She is nothing.Don`t waste your time on human waste!
90618	0	@USER @USER #nope... With Mm no way...maybe is time to ask Sky what has gone wrong? Because #Foster from CNN have the book first than KP tweeted about the book...  Liberals... From Trump for Americans to Mm for British... I don't known who is worst
67331	0	@USER He’s a cocky SOB who needs to be brought down to his knees
24755	0	#Liberals + #Conservatives= #neoliberalism &amp; #Globalization &amp; all of its Discontents: #PPP-#CorporateWelfare-Dilution of #Constitutional Rights/Freedoms &amp; #Justice-#SocioPoliEconFinancial #Corruption &amp; PARTICRATIC #Collusion of #cdnpoli/ticians for 1%ers!  URL
63195	0	@USER @USER Obama done nothing fix the problem while in office?  Now going about telling stories. Trump have being able to restore hope on gun control
65267	0	.@USER molested me 35 yrs ago when I was 11yrs Old. I didn't want to say it till now. She should Thrown in jail. According to #Liberals &amp; #MeToo you have to accept my allegations blindly. There I said it #ConfirmJudgeKavanaughNow #SenatorFeinstein #DemocratsHateAmerica URL
97847	1	@USER If we lose tomorrow we r fucked. Tomorrow is our season lol. Too tough a schedule to drop one like this
55959	0	Should I try out aikido instead of krav maga? 🤔🤔 #aikido #kravmaga
47720	0	@USER OMG!  What a disaster that would be!! She is the most incompetent person
11971	0	@USER The epitome of class. A big fat class.
47883	0	@USER @USER @USER @USER @USER I know you are not being facetious.  You are incapable of understanding contradictions.
28181	0	@USER let me nigga fish in peace damn
74733	0	@USER @USER The same way democrats have smeared conservatives/republicans?   What about how democrats don’t stand up for the women that have been sexually assaulted by democratic politicians!! You’re a hypocrite &amp; you need to SHUT the HELL UP!
85216	0	@USER My friend is involved in the gun control movement-had the same discussion with her. She really believes semi automatic guns aka “ Assault Rifles” spray bullets with one trigger pull. Total ignorance
41348	0	"""""""""""""""""""""""""""""""@USER Why are you acknowledging her existence. Time to block her and give us all a break. She is a nobody"""""""""""""""""""""""""""""""". She use to be a funny comedian who gave away her power to hate and lost almost everything."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
80349	1	@USER So fuckinggg cute 😍
22866	0	"""""""""""""""""""""""""""""""..understand that black lives matter, fight global warming, demand gun control, safeguard Roe v. Wade, and, of course, marshal their forces to throw the bum out."""""""""""""""""""""""""""""""" Save our SS from being used as welfare for billionaires. Have medicare that covers everything. No worries or fears."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
65135	0	@USER He ruined the brand for what? Kaepernick?
93689	0	@USER amenadiel's were my favorite. the massive triangle shape... the actor being hot.... the big connection spots.... kisses my fingertips
71775	0	@USER @USER .  The #MeToo has been ruined by hateful demonic Democrats.  It's now been WEAPONIZED against MEN.  Disgusting how Democrats/Liberals RUIN everything they touch! #VoteRedToSaveAmerica #MAGA
47681	0	@USER Because he is right the Governor of Puerto Rico 🇵🇷 is a FRAUD
42343	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER NS liberals will sell out fishermen in a heartbeat. These N.S. Liberals are probably in line looking for private sector handouts. Big money tied to Kameron Coal. @USER don’t care about Nova Scotians. Look at health and education. Fisheries next?
30333	0	@USER The fact that she is disrespectful and blatantly rude has nothing to do with her situation🤪
87251	0	@USER @USER @USER @USER @USER That explains why some leftists were also shadowbanned.
77827	0	@USER @USER You are whoring yourself out for NRA $$!
48544	0	@USER He is right though... you do have a whiff
48692	0	@USER @USER @USER You are such a lier and all for money. Nobody wants “ francoism” here in Spain! Except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in Catalonia! Why all your friends are with Vlaams Belang? &amp;the Italian nazis? NAZI URL
81738	0	@USER Wrong 99 percent of the time she is in a bed or laying down suntanning all summer long she is bland like a dry piece of toast! ... carry on #BB20
49656	0	@USER Anyone is a target for the Leftist Liberals. GOAL? Decent God-fearing conservatives will pass on Gov service! RESULT? The country is harmed! Congrats to Liberals - your ANTIFA anti-America blossoms!
71073	0	@USER I really thought so. He is the God of rap. How do you come back from that
21047	0	@USER He is still eating and talking about p**sy on carter V. Trust me
17420	0	@USER @USER Yeah she is a real blond just like Uncle Donnie
27537	1	"""""""""""""""""""""""""""""""@USER Eric and Hussein just need to STFU and go away. Too many Americans died as a result of their Fast and Furious"""""""""""""""""""""""""""""""" gun running scheme gone bad. Eric even defied Congressional subpoenas with Hussein's backing. Despicable."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
96789	0	"""""""""""""""""""""""""""""""@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
61737	0	@USER Conservatives have become the cadaver party.
93983	0	@USER @USER Just imagine if Dr Ford was a member of a minority. Antifa would be firebombing the Judge’s residence. #IDENTYPOLITICS
36194	0	@USER He’s a flake ...
29354	0	@USER Religious persecution is bad...  ...when it's your religion being persecuted. URL
38576	0	@USER Ahh yes we are cause some woman who comes out 30 some years later cant be believed.  Where was this liberal outrage when the guy from Minnesota was accused of beating his wife. Silent on that one libs god you hypocritical liberals make me sick
23809	0	@USER it does which sucks but honestly at least i can mute all the instances full of weirdos and just scope fed/local it's a treat
13931	0	@USER @USER Somebody do something!!! This show sucks anymore!! The set designers are good though! #firemalyoung
52776	0	@USER Fake Queen!
69662	0	@USER She is a liar like Hilary Clinton.
89233	0	@USER His back hole will look like the holland tunnel we he gets to the male prison
62840	0	@USER @USER You’d also know this isn’t about women at all b/c Democrats don’t call for justice for women assaulted by Democrats when there is both evidence of injury &amp; police reports. You’d know Dems only demand conservatives be found guilty upon accusation. You’d know this is all political. URL
41898	1	@USER A vulgar attempt to reduce sisterhood to genitalia.....
66048	0	#QAnon @USER #MAGA   For those who think nothing is happening! URL
53980	0	@USER And people died in Chicago because of you. Now how stupid does that sound you idiot
64203	0	@USER Oh what a tangled web we weave when first we practice to deceive.! Give it up Serena you are looking silly now.
44015	0	@USER @USER Liberals ruin everything!
53375	0	@USER I can't wait for Kavanaugh to throw gun control in the garbage can where it belongs.
28562	0	@USER @USER is mentally disturbed
51438	0	@USER You are the worst
85878	0	@USER @USER You’re in embarrassment to the Republican Party! Glad you took the cowardly way out and quit!
28698	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Don't understand your logic. Anyways this is going nowhere. This to me is not acceptable. Maybe you are ok with it.  URL
74927	0	@USER @USER Thats silly when the 90s cartoons made him popular as fuck
25145	0	@USER He is hurt and no one has checked on him!!!
29977	0	"""""""""""""""""""""""""""""""@USER @USER Do you have evidence that Trump didn't collude with Russia?   DUuUueerrrrhhh, he said so...MAGA!"""""""""""""""""""""""""""""""" URL"""""""""""""""""""""""""""""""
21525	1	@USER K. Dog Shit.
43944	0	@USER why is this relevant whatsoever? Might as well let us know when someone has a pack of smokes or a 6 pack of beer in the fridge too while you dipshits are at itTabloid garbage ffs
38450	0	@USER NANSBABH BITCH STFU
43820	1	@USER FASCIST LEFT ARE EVERYWHERE. We must crush them; boycotts work folks.
64776	0	@USER SJSHSJ THATS MY JOB BITCH
39461	1	@USER @USER I'm all for gun control use both hand's
11200	0	@USER @USER @USER @USER At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors.
75284	0	@USER Just because some flaky pink hat wearing woman says so? Try again. Where’s the police records and the like. Tired of liberals thinking they can lie to ruin someone’s life because they don’t like Trump
98434	1	@USER HOLY SHIT NO WAY
41145	1	"""""""""""""""""""""""""""""""America..!!  #WalkAway Get out and VOTE or live in POVERTY and SERVITUDE...!!"""""""""""""""""""""""""""""""" #MAGA  #WWG1WGA URL"""""""""""""""""""""""""""""""
77332	1	@USER Twitter is becoming tumblr 2013 and I am fucking terrified
61039	0	@USER your pappy is a big fat fool the Democrats doesn’t have to make him look bad he makes himself look just what he is an ignorant 5th level  FOOL
15435	0	@USER Got your ass lmao
93727	0	@USER @USER @USER @USER Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.
49939	0	@USER Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.
46114	1	"""""""""""""""""""""""""""""""@USER its so cool that the blind idiot god"""""""""""""""""""""""""""""""" concept is already a real thing from a religion thousands of years old but peopl ehave to make it a fucking cthulhu reference for retard cred"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
74320	0	@USER He trashed himself it was ugly.......didn’t hurt Trump.
20038	0	@USER @USER @USER @USER Everyone has a life story - that is no excuse for being aggressive. If anyone is to blame it is the producer for inviting KW onto the show. She is clearly not well &amp; shouldn’t have been put in a position where that could happen. Her management should not have allowed it either!
16251	0	@USER He should leak that shit anyways lol
47014	0	@USER @USER Nurse is valuable in his own end!?!? Have you watched him play? He rarely gets the puck out in first attempt. Also not all that spectacular defensively. Not worth what he is holding out for.
32384	0	@USER Be quiet SheDevil URL
75054	0	@USER This is a guy who weaponized the judicial system and IRS to attack conservatives...this is a guy who couldnt grow the ec onomy over 2 percent...this is a guy who said.  Get used to it...its the new norm  This guy is a moron
29954	0	@USER He is speaking to the best of the best  With utter disrespect ~   Our law enforcement Ice Agents  all first responders  Low middle and high class of all races and religions   DISAGREE Mr #CreepyJoeBiden  GRAVY TRAIN IS OVER PUNK!  #JoeDontTouchSoMuch Biden dirty hand joe
74924	0	@USER Liberals are claustrophobic? 😬
40207	0	@USER @USER And most Hillary supporters are racist liberals.
45799	1	@USER Only suckers are paying $40 for early access to a game they'll hate in a week
43528	0	@USER @USER @USER @USER @USER @USER @USER That’s a blatant lie. ANTIFA is the worse hate group. Look at what they did at Berkeley university in California. They nearly destroyed it over a guy they disagreed with. It wasn’t the KKK OR WHITE SUPREMACY. They are shutting down free speech
84029	0	@USER Come on CNN.  He literally introduced himself.  The guy is a public figure for gun control.  Call him out!
49816	0	@USER why do all crazy liberals have CRAZY EYES? LOL URL
62223	0	@USER @USER @USER Not just “liberals” there is minority of Republicans with more brain cells than a rock!
78494	0	@USER Both sides have promised wall SINCE ever y should ANYONE BELIEVE ANYTHING THEY SAY????? ?promised since 1986
63416	0	@USER Googlecide – Death by don’t-be-evil-corp inspiring the Internet bill of rights preventing leftist oligarchies from erasing people based on political beliefs transforming western civilization into a totalitarian state controlling nearly all aspects of life via the Googlesplaining.
67963	0	@USER @USER @USER He is awful. And so smug.
54620	0	@USER what the fuck...
21223	0	@USER YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚
89959	0	@USER Democrats are sick! Back off &amp; let our president Trump continue to help all Americans!
48232	0	@USER OH I FUCKING LOVE LATEX HMU IFU GOT Q'S IVE BEEN USING IT FOR YEARS
53784	0	@USER @USER I agree he is very intelligent and I like the latest policy of a sovereign wealth fund - something I've long supported. But he just doesn't cut through. Someone like Jo Swinson would get the party more air time imo.
76034	0	@USER @USER Great and I’m certainly anti fascist but  the group antifa is the most fascist and violent groups in America in case you hadn’t noticed and associated with the largest hate group in America the democratic party
81503	0	@USER @USER He is a total phony.
64278	0	@USER @USER @USER Lying PM just like Bliar! End of Tory party &amp; I'm tory party member! Remainers refuse to discuss this with me in Tory party ! Please get rid of this total liar who hooks up with corrupt convict @USER from @USER @USER @USER @USER @USER @USER
20608	1	@USER Fuck my Rick (?
16742	0	@USER @USER If Obama's lips are moving then he is lying.
21017	1	@USER Had to create a whole fake page just to talk  shit. 🙄 sis is really just miserable #sad
14680	1	"""""""""""""""""""""""""""""""@USER But still, i'm not even really trying to shit on Em. I just wanna know why everyone is saying he murdered"""""""""""""""""""""""""""""""" MGK when the song was terrible. That's all. I absolutely get preferring Em, he is, and is gonna go down as the more successful artist. I just don't know how he killed him."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
36473	0	@USER NO BITCH I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO BITCH THIS IS FUN
83330	0	@USER 💀yo ass probably playing it on super easy too smh go home
27535	0	@USER @USER I'll answer for You!!  when you have a different opinion to them you're a racist...when they lose an argument you're a racist...if you love Britain you're a racist...liberals are week people...it takes a strong person to to not be one of the sheep
52858	0	@USER @USER I think the pope and some others should be prosecuted for covering up and protecting child rapists!
82598	0	@USER Bono is utterly stupid ridiculous wealthy tax avoiding hypocrite fascist  I can’t listen to U2 again
84359	0	"""""""""""""""""""""""""""""""2/5 Basic argument: Canada passed gun laws, but ALL gun crime did not stop. Therefore.... gun regulation is ineffective. Only source for grand claim that gun control is an expensive failure and does not have a measurable effect on crime"""""""""""""""""""""""""""""""" is article by gun advocate Gary Mauser."""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
78431	0	@USER @USER @USER @USER @USER Obama never laments for those that are killed in Chicago every week. Chicago his old stomping ground.  Ask him how those draconian gun control laws are working there? And watch him blame Indiana.
43605	1	@USER @USER yeah anyone who says that is a directive is full of shit.
64887	0	@USER @USER @USER Move to North Korea where you will find all the oppressive authoritarian gun control you want. Any one of these other countries with low gun ownership should work for you too. Good luck! URL
71510	0	@USER He's probably referring to the fact that we started with Henderson who's is apparently shit and Sturridge who was apparently finished years ago. I mean like how could we possibly win with those two on the field... 😂😂
40193	0	@USER @USER @USER DAVID BIRNBAUM::::The INVISIBLE MAN…EXCEPT AT ELECTION TIME. EXACTLY WHAT IS WORST ABOUT THE LIBERALS…ARROGANCE &amp; COMPLACENCY. DID I MENTION ARROGANCE &amp; CONTEMPT FOR THE ELECTORS?
43966	0	@USER @USER @USER ....Except not all Millennials are for Gun Control.
40202	0	@USER Gutierrez you’re such a liar that’s all you guys are good for
34571	0	"""""""""""""""""""""""""""""""an already-debunked viral hoax"""""""""""""""""""""""""""""""" Tell me who decides if a meme has been debunked?? A potentially biased human has to thats who.  URL #facebook #rosetta #memes #qanon #maga URL"""""""""""""""""""""""""""""""
23112	0	@USER @USER And the NRA supported gun control when it was targeting the black panthers who were defending black neighbourhoods against police brutality.
81553	0	"""""""""""""""""""""""""""""""@USER Gun control measures?  As in Fast and Furious"""""""""""""""""""""""""""""""", where you directed FFL dealers to violate the law and allow straw purchases?  Where you knowingly allowed firearms to be sold to criminal organizations?"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""
56989	0	@USER He is trash himself to do that
60075	0	It is time to take these people down and take their power now before they hurt our PTOTUS!! These people are ABUSING their power that was given to them in trust! ..@USER #Maga #QAnon #WakeUpAmerica URL
73076	0	@USER He is! Talking about “ I don’t need excuses I just need my money” 💀😂
30245	0	@USER If only Martin were as obsessed about Christ as he is with homosexuality.
39364	0	@USER Holy freakin cow this is actually real from Antifa? Now we really know they are stupid. Great way to get shot or hurt.
37213	1	@USER @USER who really cares about any of this wack ass beef???😂💀
20554	0	@USER WHAT I SAY ABOUT BEING A LITTLE PUSSY AND SAYING SHIT BEHIND PEOPLE'S BACK
66398	0	@USER Thus far the only people getting shot and kicked out of places are conservatives. #MAGA #WalkAway #ConfirmKavanaugh
69026	0	@USER Eric Holder will be held accountable. He is pointing the finger away from the crime. Time is not on your side Eric. Looking forward to the collapse of your scandalous time ruining America.
66291	1	Y’all remember that California vs NYC bbq tweet? This already shits on both URL
80858	0	@USER @USER @USER @USER uses rehab as a place to escape when she’s in trouble. She makes jokes of her situation. She should be in jail for assaulting a police officer and threatening to kill him. She is classless. She should leave with boring Carole.
21148	0	@USER @USER @USER We are calling you an operative . Or Shill. And more important a bigot for refusing to apologize for your actions to a woman just because she IS NOT a Scientologist. You won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already?
56391	1	@USER It really is. My abs are lot more defined but I miss lifting heavy ass weight. Thank you girl!
77994	0	@USER I feel you dude it Fucking sucks
