id	subtask_b	tweet
84905	0	@USER He needs to Either Pick Politics or Singing ....... Either way He Stinks at Both!
58294	0	@USER you ignorant fool how did you become ag. I forgot it was ignorant Obama. Its not current occupier of white house. Learn from me ignorant idiot He is the President of United states. If you think he is not your President then leave this country and go to hell.
68316	0	@USER @USER @USER reckon he is upset about Wacky Wednesdays because the boys told him it was absolutely going to be a Mad Monday this time?
59355	1	@USER @USER Technically speaking he is hamstrung by drug &amp; alcohol addiction
66355	0	@USER @USER @USER Yeah fuck pogba Thumbs Up 
84724	0	@USER Fool on the Hill !
86652	0	@USER She is a great comedian. Where as you are a great....nothing.
45588	0	@USER Because he did not do any think Sorry that not true you and Obama screw the American people when ever you could!
86690	0	@USER Corrupt dcrats in charge in PR the big problem
49442	1	@USER I am a survivor of sexual abuse. This woman is obviously lying. Believe me you remember every detail. It is so obvious these woman only come forward to hurt conservatives. But who they truly are hurting is innocent men and women who really have been abused. She should be ashamed!
10507	0	@USER @USER @USER @USER LMAO! You are still butt hurt that your loser Hitlary lost. Love it. See you at the polls in 2020 Bucky.
84950	1	@USER @USER @USER @USER Yes. Yes he is!
35308	0	       @USER Hahahahahaha......Said the idiot @USER who handed over billions to the Iranians in what was likely the worst deal in the history of US foreign policy.... You are the poster child for someone not qualified to do a job        ....               
19694	0	@USER @USER @USER I agree.   There are obese people trying to change the way they are.  Good luck to them.  Not lazy. Tess_Holliday is doing the opposite.  She is actively promoting that its good and beautiful to be obese.  Its not.  And its down to being lazy and greedy.  Simple science
65485	0	@USER @USER @USER He. Is. A. Sociopath.
51194	0	       @USER @USER @USER @USER @USER  You are fkn deluded pal #FatNixon is a digusting pig  Trump interview on 9/11: [My building] was the 2nd-tallest in Manhattan... And now it is the tallest.                       
33592	0	       @USER René, it is not your fault.          She does not specify just what isn't.  All of it.  He did not make his father do anything.  His father chose to be the coward he was.  At he question, her hand rose to her throat, clasping it lightly. She is ravenous.  She has been for some time-               
40126	0	#God The Media Using Criminals as Heros to Push for Gun Control
38951	0	@USER @USER @USER @USER this comment only shows that having refused to engage with facts you do the fascist antifa approach which is to use personal attack to try to bully your way into some mythical win. Research projection and stop doing it u look stupid now!
29016	1	@USER I still can't read an analog clock like I can but it takes me like a fucking minute to process it and I can't just glance at one like a digital click
35651	0	@USER This will be settled and will never see a jury. We will never know the truth. Maybe she grabbed him first while swapping spit or he is really that stupid to just grab her. Either way I doubt we will ever know the complete truth.
51146	0	#Leftists and #Commies in the #USA are going to get a little bit riled up me thinks?!   Grinning Squinting Face   #MAGA #MBGA #MCGA #Socialists #Lefties #Conservatives #Patriots #MEGA #Trump #Democrats #Republicans URL
18456	0	@USER @USER @USER Maybe Antifa asshats? Those who physically assault others for their political beliefs? Democrats are NO Saints and neither are you!
39320	0	@USER Liberals that think the world owes them a living.
97695	0	@USER EVERYONE should know about this.  It is about time we called out these violent liberals that have gone so far off the deep end.
73076	0	@USER He is! Talking about “ I do not need excuses I just need my money”  Skull Face With Tears of Joy 
24454	0	@USER I think I liked it better when Conservatives pretended that rape is bad. Now they are claiming Rape gets Better with Time?
87451	0	@USER You are a bloody demon you do not need to summons one
29049	0	@USER  Face With Tears of Joy that zombie walk was a little scary. Remember when that zombie said he was going to eat Shon's butt Skull
57013	0	@USER Grateful Trump dose not have a dog in the White House. He is a cruel man.
68916	0	@USER I love it that the wet liberals are so frightened by the US. And yet are so keen to deal with the non-democracy that is Europe.
52581	0	@USER @USER What that you are a coward that can't put your own pic up? Yet you feel you can judge others looks? Yep I am sure people do call you out on the regular.
56826	0	       @USER furries can suck my dick, this is both an offer and an insult                       
15130	0	@USER @USER Fuck those terrorists in the ass!
73607	0	@USER @USER @USER @USER You forgot to tag your Bulletproof bullshit mate @USER .  You got sucked into the vortex Tom and now you are drinking all the koolaid.
43641	0	       23:70 Or do they say, He is possessed        ? Nay, he has  brother ught them the Truth, but most of them hate the Truth.               
74376	1	@USER I hope so. That Tana girl fucks anything lol
14131	0	@USER This Russian agent is a DISGRACE. Hey old creep @USER you are going to die in prison. You and Trump sold America to the Russians and it is time you do the time for your years of crimes. Scumbag.
93063	0	@USER bitch what do you mean? Get It by Pristin? no?
93074	0	       #EndPC: Teaching guide for #Portland public schools celebrates Islam, communists, terrorists, #abortion; promotes #GunControl &amp; transgenders        ~&gt; URL  #EndCulturalMarxism               
56391	1	@USER It really is. My abs are lot more defined but I miss lifting heavy ass weight. Thank you girl!
49763	0	       @USER Dear Paul McFartney-  You had us at Beatles.  You lost us at President Mad Captain.  Burn in hell-  Jon.         URL       
86186	0	@USER The liberals sure are walking a VERY dangerous line.
37234	0	@USER @USER @USER maybe he is for brutally beating a woman. apparently spending a couple hundred dollars makes up for beatin the piss out of someone
40302	0	@USER did you watch the music video for jackets hrgggg i love hank's dumb ass
68801	0	@USER @USER i lost my shit and everyone in class is judging me  Laughing My Ass Off .
71996	0	@USER @USER Latino Conservatives=Self-Hating Freaks
81249	0	@USER They just need to go away. No one wants to see them in the media advocating for gun control. It is unseemly.
64273	0	@USER I thought it would be worse. I thought they would be shooting liberals in the streets by now.
78864	1	:( She is very evil. URL
54559	0	A bitch built like that could beat my ass all she wants URL
68124	0	#MeTooMovement has become a far left liberal political machine ran by feminist hacks that hate all men and conservatives. #Trump #MAGA  Kavanaugh Confirmation Hearings
20561	0	@USER Yeah no batman made him eat a rat and be was mostly like yo fuck this guy hes not cool hes a lunatic until dick also wants to get violent
29166	0	@USER He is one sick dude
77105	0	@USER in the fake national emergency that was created by conservatives for their nwo bullshit
44298	0	... a bunch of self-aggrandizing liberals in fancy dresses mocking Trump.” Except for the fancy dresses, sounds a lot like the  Development Engineering Management System  who are trying to lynch Kavanaugh... #politics #MeTooWitchhunt URL
56760	0	@USER Seems hard to believe that you stood next to a guy wearing those shorts and  did not  masturbate but I will take your word for it
26368	0	@USER @USER This is the dumbest shit I have read since I slent the morning reading Trump tweets.
46988	0	@USER Not even close to what happened she is a liar and deflecting how idiotic her actions on the court looked
28653	0	@USER Fuck you dope.  Not a Fox watcher.  Independent voter that will never vote left.  Your Party is dangerous.
68223	1	@USER The fuck!
81801	0	@USER @USER @USER @USER @USER BS.  No we do not support gun control.  We support #2A that says SHALL NOT BE INFRINGED.  Go read some history and find out why.  You are part of the reason.
72604	0	@USER Omg that is fucking crazy.
37881	0	@USER He is the worst person.
44691	0	       @USER The term parasite         has now been added to my list of         fuck you         terms, which also includes the term         widget        .               
70652	0	@USER @USER @USER She is mentally unstable.
51509	0	@USER Your husband is a despicable person.  He is a narcissist who cares about no one - including you- but himself.
77459	0	@USER It is just people who say they hate identity politics while going on about the left hates them for being black conservatives
99586	1	@USER @USER Son please do not make me cry today because I never saw this shit
81253	0	@USER He looks like he is been sucking on a lemon before he goes into those hearings.
97578	0	@USER If that was my missus horse he should fuck right off and have us chasing him like bell ends
13794	0	@USER He drew the saw because the marker was in his left hand which is connected to his right brain which is connected to his left eye which saw the saw. His right eye which is connected to his left brain saw the hammer. #PSYC1101
70336	0	@USER @USER I suggest using handcuffs to remove you!
13624	0	@USER I can not even listen to any of these idiotic Liberals. They all seem a brick short of a load.
46987	0	#USA #UK and probably #Europe and #Australia  With their level of intelligence?  Weez all stoopid y'all!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL
58201	1	@USER @USER @USER U do not think bad stuff happens to men in cars? Shit happens to everyone it is just your mindset on how you deal with possible issues like that. You can not spend your whole life worrying about something that most likely won not happen to you. But it is your life do ur thing haha.
65112	0	@USER YOU ARE CUTER THA ME SHHHH
13841	0	Maybe in 2020 (if Trump is still around) the Democratic challenger will invite all the women Trump has threatened or raped to the debates. #Fear #BobWoodward #TheResistance #MAGAts #MAGA URL
63892	0	@USER @USER But he is a dildo!
84281	0	@USER Can we all agree to pray for big dumb mike to keel over of a heart attack. he looks ripe.
36343	0	@USER and if  you are  in ANTIFA you are one of them shit for brains. Here worship your queen she needs her toe cheese licked out. URL
57426	0	@USER That is a lot of guilt for Tucker to take upon himself. Surely he is not the only on at fault?
58734	0	@USER President Trump is keepinghis promises but this is the real reason he is hated. URL
32399	0	@USER @USER @USER @USER @USER He lost his virginity This process has been turned into a clown show Protestors democrats paid for was unethical There hate shows in everyway TRUMP denounced Natzi group  and bad on both sides which is true But democrats refuse to denounce Antifa a democratic domestic terror-
84055	0	@USER @USER Wow those liberals are so uncivil and full of hate. #LickAWitch URL
57660	0	#Police? #Banter Training?  Oh my God! Fools and Tools.  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots URL
14655	0	@USER @USER @USER He is embarrassing and just as low a human as possible to diminish the loss of life of the elderly.
26783	0	Anyone surprised? @USER   Closer Nation   #MAGA #QAnon URL
96501	0	@USER @USER What do you expect from The likes of Eric Erickson. .   HE is a Piece of Crap.
50560	0	@USER @USER You are the In educated twat! That speed crap and can not read obviously Face With Thermometer !
82648	0	@USER Right..? Total OCD right there lol Yeah...totally gonna floss that sucker off.
46216	0	@USER @USER @USER @USER @USER He had 1 offer since june! The shitty  brother wns that's it!! Stop thinking he is still good you are living in the past
93071	0	@USER He is BAFOONICUS !
38764	0	@USER @USER The right has the unique ability to create monsters out of thin air. It Legislation was even created to fight the phantom menance of antifa--currently in committee.  URL
70315	0	@USER @USER  Oh My God!  !!!! Really !!! Frank Oz ... Liberals ruins Everything ... #DefundPBS..
63914	0	@USER @USER @USER @USER I completely believe she will be in GTMO. She is a traitor.
78008	0	@USER @USER @USER Nobody will kill or beat her!  Cheap tectics to become popular LGBT Tikoo.  She can follow SUNNY LEONE also: she is popular not only in India but world😴  Best of Luck and hope to see both of ur videos together:   Sri Krisna will definetly make ur next video popular. Have fun Folded Hands 
41379	0	@USER Those idiots are fringe right. They are hated by most conservatives.
42992	1	 i am  FREEEEE!!!! WORST EXPERIENCE OF MY FUCKING LIFE
55827	0	@USER by which point the fuckingclass was nearly over... lol!
32082	0	@USER @USER She is an opportunist. She wanted a cabinet post but Liberals rightly decided she wasn't good enough for the task. She crossed because Conservatives promised her one. She is a person with no core beliefs. She is not credible and not to be trusted.
68010	0	@USER Too many corrupt evil beings hold govt positions amd/or have too much clout w/the corrupt &amp; evil beings in gvt positions. &amp; the majority all point to the left w/a few fake conservatives in the mix. Why else is Hillary/Obama &amp; their cronies still walking free?
41348	0	       @USER Why are you acknowledging her existence. Time to block her and give us all a break. She is a nobody        . She use to be a funny comedian who gave away her power to hate and lost almost everything.               
27816	0	@USER @USER Do you know why this shameless muslim socialist is still so arrogant and believes in himself thst he thinks he is such a good politician? I will tell you why. So many “Stupid American Voters” per Gruber that are so gullible!
74762	0	@USER @USER SERVES THE BASTARDS RIGHT!
73227	0	@USER @USER LOVE HER!! She is a BADASS!
84789	1	@USER I AM FUCKING SO FUCKING HAPPY
73496	0	@USER #cnn will go down in flames with the rest of the liberals.  They are far too clueless to change.
11546	1	@USER It is for pornhub...
63287	0	       @USER @USER Great book by Leo Zagami, Pope Francis, the Last Pope?         details the breathtaking corruption and evil forces that have been controlling the Vatican for decades.               
34434	0	@USER @USER False.  Your intrusion on the constitutional rights of honest Americans did NOTHING to curb violent crime.  Gun control = violence against the law-abiding citizen.
54549	0	       6/7  ....drunk 17-year-old tell us little about his character as 53-year-old, let alone about his competency as a jurist.          But it seems a tad more likely that conservatives are merely clarifying, yet again, that “LAW AND ORDER MEANS USING THE LAW TO REINFORCE A SOCIAL ORDER.                       
66579	0	@USER @USER Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence.  They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.
36253	0	@USER The game sucks
13384	0	@USER Canada dose not need another CUCK! We already have enough #LooneyLeft #Liberals f Asterisk  Asterisk king up our great country! #Qproofs  trudeau must go
64790	0	@USER @USER @USER Almost every one I talked to at work today said fuck canelo. He is the new mayweather
19303	0	       @USER Hallo please find the unroll here: Thread by @USER 1. Moore's failure to deal with the foul smear against him, is a good example of how the new rules could apply. The firs […]         #FakeNews #MAGA URL See you soon. 🤖               
70862	1	@USER Likely shift? He is a political operative for the  Grand Old Party . This will be a life-long dream for many who have been working towards this outcome for decades. It is sad.
31194	0	@USER You kept a SCJ seat open for over a year with Merrick Garland. It is not fair to push Kavanaugh thru. He is the most unpopular nominee ever. The American people deserve better than this. The woman deserves better than this.
91816	0	@USER @USER Liberals do not give a rats ass but having power!! Period!! They cry over everything that does not go their way
25540	0	@USER u a cold bitch
95987	1	 ford nation  #onpoli #Conservatives #Conservative #onpc  Just because you can does not mean you should. Great power comes with great responsibility. By invoking art. 33 and overriding our judicial processes  you are  overriding our democracy.  URL
44577	0	@USER Zimmerman belongs in prison for killing Travon Martin.  Florida needs to change its gun control laws.
18445	0	@USER Consider this source ... @USER is a supreme ass kissing douche bag.
12422	0	@USER @USER You are an embarrassing citizen!!
32028	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER  Face With Rolling Eyes  Are you really serious?! Comparing some of the most prestigious positions in the nation with being a slave? You just keep proving your ignorance &amp; inability for logical thought! #MAGA
90849	0	@USER Have you ever seen the former Democratic hierarchy fight against the president so much??? We know it is because you've been so corrupt and guilty of abuse of power. It is our darkest times with the DOJ/CIA and Presidential cabinet
66785	0	Ms Fords has made a #MAGA mistake! How will she escape the truth which is going to be that her useless lie will not stop US from #ConfirmJudgeKavanaugh #MondayMotivaton #MAGA #WWG1WGA #WalkAway #WalkAwayFromDemocrats2018 URL
57952	0	@USER lemme rap on that shit. I will do a video floatin downstream in a coffin like in horrorland lol
79422	0	@USER This MAGA would spend more than you &amp; your homies together....Now stop ya whining...
45920	0	@USER For the hol tl to see Loudly Crying Face . That's tht Big Dick energy  Hundred Points 
64887	0	@USER @USER @USER Move to North Korea where you will find all the oppressive authoritarian gun control you want. Any one of these other countries with low gun ownership should work for you too. Good luck! URL
54182	0	@USER “It is only sexual assault when the other does not agree with what he is feeling.”  He said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “Mm”
94169	0	@USER @USER SHE IS A FUCKING MESS!! I HATE HER SO MUCH
20892	1	@USER  i am  SAVING THIS GOOD SHITTTT
67187	0	@USER fuck off  URL
19954	0	@USER @USER @USER As a kid of legal immigrants I can attest you are 100percent correct. They follow the law to the letter in most cases because they worked so damn hard to get her legally they won not do anything to risk their status. The illegals have contempt for our laws and pull the scams 24/7
63408	0	A bitch is complaining to corporate about me in our lobby  Laughing My Ass Off oo
52917	0	&gt;Tfw She is a lesbian
90878	0	@USER Honestly  The fact he hasn't any legislative power coupled with the fact he is a skilled diplomat sways the balance for me.  Besides the varadkar government pushes that kinda shit anyway president or not.
79802	1	@USER //Anime is a gag series. The manga is bloody as fuck.
93181	0	@USER @USER @USER @USER @USER @USER @USER @USER You know  you are  a racist monkey huh?  I am sure you know what you are a piece of trash.  I never hear these pieces of horse shit speak the truth only their racist lies.  Bitch boy it is ABOUT THE RACIST COPS KILLING UNARMED BLACK AND BROWN PEOPLE!!  THAT'S THE FACT.  ASS CLOWN!!
24340	0	@USER @USER The left have become a bunch of thugs. #NancyPelosi #chuckschumer
88482	0	@USER @USER @USER  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy   He got our asses Not even believing  the truth about the truth!! Lmao! &amp; We Know! Water is damn wet...but cant even believe it coming out his lying ass mouth!  See-No-Evil Monkey  See-No-Evil Monkey 
20144	0	@USER Lolol God he is such an a Asterisk  Asterisk hole.
51029	0	@USER what about all the refugees that destroy the country ( radical Islamic )!! You will get out them to their countries? #cleaningcanada #canadaelection2019 #canada #Conservatives
35359	0	@USER yyyy fuck no bitch we decided we both was gone steepppp
27391	0	@USER Exactly so shut up
65110	1	@USER @USER @USER @USER You lied you do not know about the Mulford Act.    URL
88646	0	@USER @USER @USER You are flawed by looking at a large problem through a narrow lens.
64626	0	@USER Then HAUL YOUR FAT ASS IN HARMS WAY YOU DRUGGIE!!!
96542	0	@USER @USER @USER I do not like him bc he is an anti-Semitic and a Muslim and a racist. Any other questions?
14992	0	@USER You would. Can not fix stupid.  #MAGA #QAnon  Thursday Thoughts   Drain The Deep State #ThankfulThursday #WWG1WGA #WalkAway
73285	0	@USER Please show me your post where you said the same thing about conservatives targeted by Antifa and other leftist friends of yours  Face With Rolling Eyes  #Hypocrite
53662	0	@USER Why is Antifa upset w/ “prof.” Blasé-Ford? Antifa is the group that harrasses &amp; threatens people at their homes.
66883	1	@USER WHAT THE FUCK
11356	0	@USER @USER @USER would help them but he is in his own sunken place..   @USER  to the rescue ? URL
43619	0	       .....          And he is shuting up.  Do not mess with Yumi. Do not ever mess with Ms. Yuzuki.               
46874	0	@USER please draw stupid sexy nezha and nidus over the shoulder or something.
56012	0	@USER Of course he is offended he is ill due to liberalism!
69593	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Dint pay any attention to her...she is yet to say anything of interest... meme jerk.
86630	0	@USER @USER Picked the fuck up
45657	0	       @USER @USER @USER Those VG/HC stickers I see on trucks--exclusively trucks, never cars--seem like asshole indicators. I can't say for sure because i have never actually spoken to someone who's like Yes, hockey should involve more punching people         but.... yeah it seems bad               
90047	0	       @USER on a scale from 1 to 10, how much did you laugh to There is no excuse besides that he is just plain shit         ?               
91976	0	@USER @USER @USER I think it is a safe bet that Donald is clueless on everything because he is ignorant &amp; lies so much. Ivanka knows everything &amp; will flip on all of them to save her treasonous ass.
40207	0	@USER @USER And most Hillary supporters are racist liberals.
98434	1	@USER HOLY SHIT NO WAY
39940	1	@USER Morals?  You mean like aborting an infant? Falsely accusing people?  Antifa violence?  Censoring free speech on campuses?  Looting?  Lying as you fill the Deep State?  Those morals?
19906	0	@USER The  tweets show how demented liberals have become.  They have zero credibility
19886	0	@USER AntiChrist. The Roman Catholic Church is a House of demons.
77519	0	@USER Even if the devil did make every single one of those priests rape children... Why does the pope refuse to condemn it? Why  did not  he remove from leadership the rapist  brother ught to him?
43409	0	@USER @USER @USER @USER @USER @USER @USER @USER This sounds as relevant as the march in Mumbai by the woke snowflakes for Gun Control Face With Tears of Joy . Abortion in India is legal and only the woman's choice is required. Take your circus elsewhere. Instead take up the issue of oppression of Hindus in India. This is at least relevant.
77392	0	@USER Go to hell! This is NOT Queen for a Day. I believe you less and less with every bit of bullsh Asterisk t you pull. You are nothing but a lying Demonrat! #MAGA  trump 2020 
78252	0	@USER @USER I never watch the NFL !!!' Panthers suck by the way !!!
66728	0	@USER @USER Far left Antifa just a bunch of bullies who get brave when in a mob confronting a few  seems everyone is a nazi if they have a different opinion
23366	0	@USER National Unity? O you are so full of it! You just tweeted to get people mobilized. Does that mean paying people to mobilize and cause violence! Where is it that you spoke out about ANTIFA? A Official group of terrorists.
10922	0	@USER  I do not agree with you. But if you want to see a real damsel in distress play the fucking marry Jane missions. They are soooo boring . she is so stupid. URL
21560	1	@USER Pants drooping below the ass...
34596	0	@USER @USER @USER still thinks she matters. Face With Rolling Eyes  Grinning Squinting Face  Face With Tears of Joy 
52021	0	@USER yeah he had to go back to the faerie world to handle shit there
26171	0	A Long Ass Blog That Might Not Make Sense URL
17439	1	       1/ Resists newest tactic against conservatives.  They have decided to trend disarmthem          And advocates attempting to take a weapon from people open carrying.  1. open carry hopefully has retention on their holster. 2. This is likely to result in being fired upon by 2nd party.               
35216	0	@USER Perhaps the Myers House. Wynn runs Smithsgrove and he is the leader of the Thorn cult. I used to think he was my friend until he revealed his true intentions. He is a madman!
52878	0	@USER @USER WTH Dude!!! Seriously..... you are going to CRITIQUE THIS?!?  Take your sorry liberal self to an Antifa protest
94623	0	@USER @USER Kind of why we need NATION-WIDE GUN CONTROL. Are you really that stupid?
86448	0	       @USER @USER Lol these are exciting times...         God he is the worst               
23667	0	@USER There must be a cash prize or something for whoever comes up with the first “conservatives pounce” take.
57652	0	@USER GUN CONTROL WILL NOT STOP GUN VIOLENCE  !!!
90461	0	@USER   NO ONE needs hunting in Canada Spread the word.There is no place in a civilized society for rifles and shotguns.The Coalition for Gun Control has 200 associations behind us to support and the Liberals. In the name of the safety of our kids Mr Blair ban those guns.
11886	0	@USER @USER Maybe consider this instead Theresa May is not real name. She is Annette Johnson a Mediterranean and the conservatives are now a terrorist org. Sod chequers  Hear-No-Evil Monkey  Smiling Face With Halo  Star 🌈 Star  URL
62650	0	@USER Figures! What is wrong with these idiots? Thank God for @USER
58703	0	@USER @USER @USER @USER @USER @USER @USER @USER Right I am stopping replying to anymore of your nonsense but going to keep following you to warm others of your dangerous take on society - you pal are the biggest fake going and been proved and just like all the rest of antifa are bloody dangerous
18948	0	@USER @USER MY FACE WAS SO CLOSE TO THE CONCRETE BITCH I COULDVE PROBABLY STUCK MY TONGUE OUT AND LICK IT
11746	0	@USER Poorly worded but he is not talking about the actual shooting. He means the aftermath with the gun control aspect.
49780	0	@USER Lmfaooooo foh w that free thought shit Lmaoooo
77994	0	@USER I feel you dude it Fucking sucks
14102	0	       @USER How's her GO FUND ME         page working, Kamala rama lama ding-dong?  I believe you, Anita, or is it Antifa? The left is off the rails, and heading downhill with a load full of crap. Keep drinking, and smoking your meds.               
32580	1	@USER bITCHC  i am  UWUING
72677	0	@USER @USER Forget that @USER called @USER a con man and a  Ku Klux Klan  supporter...she actually voted  for @USER Doesn't that sum up how truly unqualified she is for Florida
