id	label
63870	0
42541	1
73350	0
15065	0
41477	1
95958	1
48871	1
92805	0
11409	1
58099	1
50896	0
47741	1
13481	0
87754	0
39791	0
20504	0
18765	0
37038	0
16608	0
79406	0
84144	0
78309	0
18464	0
21449	0
72889	0
37395	0
30162	1
72081	0
39940	1
24418	0
22865	0
61883	0
25326	0
46798	0
50414	0
14772	0
38696	0
50153	0
93627	0
88205	0
83535	0
81583	1
65103	0
34508	0
97072	0
61200	1
49740	1
22913	0
93121	0
87730	0
20523	0
62688	1
40051	1
64029	0
10790	1
95592	0
27067	0
71470	0
92802	0
88396	0
80736	0
67478	0
49326	1
49298	1
68259	0
76415	0
18543	0
37849	0
51253	0
52724	0
29348	0
22855	0
70025	0
61473	0
74555	1
42648	0
86940	0
39166	0
41003	0
10224	0
32122	0
72928	1
23495	1
59539	1
13039	0
80868	0
72741	0
71062	1
32432	0
28219	0
73068	0
79120	0
32143	1
93277	0
77845	1
28588	1
80398	0
20550	0
36553	0
27023	0
53241	0
64456	0
74889	0
16385	0
85878	1
16036	0
70231	1
45346	1
28065	0
63560	0
66026	0
18622	0
80350	0
25720	1
94444	0
62223	1
62776	0
44864	0
78863	0
87021	1
68629	1
24344	0
43145	0
62367	0
39412	0
84029	1
45103	0
22240	0
33462	0
93132	0
79155	0
34257	0
97413	1
27350	1
15041	0
67144	1
79780	0
81230	1
33853	1
95428	0
94267	0
65730	0
65556	0
61554	0
22843	0
47986	0
74376	1
98230	1
13923	0
40944	0
73879	0
27795	1
20074	0
25642	0
71883	0
40963	1
58664	0
52729	0
50999	1
65894	1
45025	1
58672	0
96199	0
49163	1
12855	0
16544	0
75689	0
21063	1
94906	0
48012	1
64417	1
17600	0
87273	0
87623	0
99192	0
72471	1
13088	1
78177	0
57000	0
29347	0
89794	1
20028	0
83023	1
82437	0
92582	1
49813	1
59091	0
92656	0
29597	0
65639	0
60767	0
63476	1
10605	1
87523	0
19878	0
93942	0
71560	0
41145	1
13253	0
57843	0
55174	1
53327	0
18348	0
88037	0
60287	0
21601	0
94756	1
41492	0
91193	0
83251	0
53929	1
93433	0
81674	0
87692	0
19402	0
52875	1
91513	0
19906	1
67824	1
54156	0
30006	1
51349	0
99821	1
38445	0
20945	0
26485	0
64429	1
42258	1
60140	1
82181	1
55923	0
76680	0
41958	0
77860	0
32309	1
48870	1
16364	0
78713	0
35753	1
16278	1
94117	0
53785	1
12762	1
97508	0
24889	0
64611	0
24493	1
97963	0
68570	0
82225	0
36425	1
41022	0
71211	0
87893	0
12668	0
75696	1
10214	0
78181	0
94318	0
37089	1
63219	1
45130	1
90504	0
35133	1
88300	1
98517	1
19303	1
87598	0
22905	0
43987	0
34394	0
75175	1
44140	0
61578	1
96667	0
18650	0
21143	0
94717	0
26317	1
29275	0
70348	0
34193	1
40471	1
55841	0
45686	1
50044	0
22718	1
22322	0
93493	0
85125	0
96767	0
79224	1
31264	0
72099	0
39571	0
50315	0
80958	0
15235	0
50839	0
91429	0
67502	0
75983	0
28677	1
71256	0
55504	0
14077	1
83816	0
40777	0
76880	0
12310	1
49489	0
43548	0
87478	0
37600	0
98218	0
67707	1
49479	1
67585	1
20917	1
30832	0
78293	0
31844	0
23065	0
23084	1
87765	0
86287	0
99981	0
88956	0
30025	0
82688	0
52509	0
39756	0
45932	1
77500	0
81738	1
10775	0
76444	0
21098	0
67473	0
24585	0
73550	0
70556	0
50099	1
79628	0
77695	0
11980	0
65109	0
26624	1
90177	0
95686	0
17174	1
42936	0
43711	0
57660	1
40105	1
50874	1
10039	1
50060	0
97807	0
61740	0
70295	0
80699	0
96066	0
44691	1
75415	0
65285	1
97198	0
81594	0
52581	1
37828	1
13588	0
84447	1
75782	0
58526	0
43388	1
81105	0
60441	0
46054	0
65045	0
36225	1
81333	0
90250	0
52026	1
59882	0
59783	0
48784	0
74948	0
47864	0
64505	0
65913	1
39453	0
39327	1
52894	0
84693	1
91180	0
69152	0
80951	0
20506	1
49307	0
78174	1
18683	0
81515	0
19732	0
28378	0
47667	1
98510	0
77751	0
34477	1
31126	0
19173	0
44067	1
29199	1
50331	0
58464	0
12892	0
57627	0
18485	0
62887	0
69999	0
86468	0
22801	0
82552	0
74389	0
60909	0
88546	1
52044	0
95486	0
31527	1
33797	0
87059	0
88063	0
19634	0
62559	0
38552	0
25216	0
58290	0
27203	1
50073	1
24747	1
13105	1
65816	1
87535	1
66166	0
12409	0
33856	1
46563	0
79621	0
66127	1
92684	1
53202	0
24484	1
40574	1
82223	1
67789	0
13415	0
90806	1
45019	1
62054	0
37668	0
93516	0
97492	0
15030	0
45625	0
27298	0
47236	0
25753	0
52806	0
52742	0
82617	1
83083	1
79808	0
84630	1
66458	0
93756	0
85858	1
86612	0
52651	0
97108	0
80691	0
78774	0
43311	0
17348	0
62686	1
30015	0
47691	0
22130	1
13017	0
84102	1
67694	1
80039	0
40197	0
34448	1
99216	1
47322	0
56786	0
39735	0
83891	0
13064	1
55224	0
23354	0
19521	1
63057	0
66622	0
29770	0
56421	1
12890	0
48274	0
14890	0
16109	0
81418	1
29790	0
14371	0
65930	1
83788	1
30177	0
35305	0
15922	1
20983	1
45907	0
49584	1
95988	0
76300	0
24774	1
75515	0
33546	0
66011	0
78014	1
61744	1
84775	1
16945	1
11918	0
74252	0
22746	0
57270	0
62740	0
95960	0
51557	1
31483	0
51631	0
50631	0
50567	0
51869	1
67315	0
23394	1
67852	1
98403	1
73525	0
15197	1
90022	0
23515	1
26050	1
33516	0
32435	0
33811	0
91198	0
62885	0
49252	0
10223	0
14420	0
17964	0
38643	0
30529	0
18487	0
16666	1
77647	1
56117	1
39139	0
55167	0
23352	1
41129	0
42560	0
42813	0
20494	0
22207	1
12325	0
88365	0
29229	0
25458	0
52898	0
58583	0
80671	1
46203	0
47499	0
65558	0
92848	0
38419	0
56476	0
10590	0
13533	0
29176	1
76232	0
90381	0
28700	1
19432	1
97062	0
54425	0
33441	0
32752	0
50852	0
16066	0
49189	0
29884	0
93914	0
90174	0
87408	0
65291	1
55192	0
56041	0
25519	1
39683	0
22463	0
34839	0
66754	1
64122	1
92416	0
52085	1
84226	0
29928	0
78543	0
95559	0
86597	0
94521	1
85036	1
85190	1
73141	0
92056	0
78407	0
76213	0
71811	0
22011	0
15165	0
20856	0
18411	0
54676	0
92674	1
48085	0
96317	0
88866	1
25946	0
73702	0
89031	0
71658	0
41771	0
80255	0
55164	0
23876	0
71799	0
15788	0
59895	1
87552	1
15934	0
34800	0
91705	1
25365	0
20757	0
40212	0
41732	0
69311	0
29267	0
96366	1
11740	0
94600	0
23522	1
64455	0
64648	0
88099	0
39777	1
26787	1
59968	0
12304	0
19314	1
77559	1
65624	0
74318	1
20920	0
40899	0
14062	0
90451	0
75563	0
22354	1
73146	0
82433	0
93212	0
26606	0
79617	0
77308	0
57061	0
11457	0
67976	0
35070	0
22824	0
80887	1
49843	1
12496	0
68565	0
79164	0
57752	0
42022	0
19871	0
22111	0
15328	0
30135	0
58864	1
63696	0
44940	1
23438	0
20232	1
74387	0
18909	0
32921	0
13624	1
25689	0
32751	0
65421	0
53120	0
25360	0
47082	1
64716	0
38942	1
18740	0
90040	1
34891	0
54215	0
67293	0
25701	0
10692	0
31996	1
23899	0
15243	0
70172	1
20892	1
54803	0
60568	0
15635	1
15191	0
70114	0
39408	0
40154	1
13670	1
51684	1
35693	0
11565	0
85276	0
49442	1
70012	0
69860	0
12667	0
74820	1
50493	0
42234	1
86841	0
67176	0
96591	0
40586	0
68124	1
41069	0
45166	0
66874	0
33619	0
90712	1
73258	1
93958	0
99791	0
22938	0
92719	0
41102	0
15053	0
74054	0
11541	1
98780	0
51434	0
49644	1
39322	0
97841	0
26028	0
24531	0
10846	0
89408	0
81439	0
60796	0
74015	1
22875	0
15222	1
62830	0
72558	1
19000	0
38349	0
82687	1
99132	0
66978	0
57331	1
54430	0
34434	1
96959	0
34663	0
35425	0
78996	0
33570	0
24868	0
29975	0
77189	0
31500	1
49114	0
66159	0
39824	1
10695	0
80461	1
72880	1
71084	0
91252	0
36318	0
95376	0
68140	0
54449	1
14310	0
30255	0
45940	0
48596	0
28403	1
60904	0
81304	0
84030	0
95349	0
76807	1
86652	1
33835	1
65922	1
97189	1
38025	1
49032	1
20399	0
88924	0
79793	0
