id	subtask_a	tweet
33165	0	"""""""""""""""#wisdomwednesday  - Forgiveness says you are given another chance for a new beginning"""""""""""""""". @USER  Pray with forgiveness in your heart and you can guarantee an answer to… URL"""""""""""""""
23899	0	@USER Where is boy wonder on gun control?
81657	1	@USER How about just F*!k her @USER she is an instigating big mouth bitc* &amp; so is her evil friend. @USER MY OPINION!!! #teamtani
26105	1	@USER Wow...not even his supporters can do the math and see that he is not right for this country. Well his supporters cant do math either
59000	0	@USER PTL MAGA
74669	0	@USER What a great day!
77122	0	@USER @USER @USER Now the leftist needs to condemn the violence of #antifa
28596	0	@USER @USER liked Trump but he is too scared from democrats. Plus he is making millions making unprofessional short videos. Its pretty much like looting the liberals but legally
66715	0	"""""""""""""""...by accepting the premise that government can and should solve all of life’s problems, conservatives and Republicans... get into a 'bidding war' with progressives and Democrats."""""""""""""""" The Libertarian Party is the only party that truly wants less government.  URL"""""""""""""""
41093	0	#HEY Did France’s Gun Control Hurt Its Resistance to the Nazis? URL
16868	1	@USER I've seen these big chairs but the look on your face and the pose makes me laugh. Somehow I believe that was all purposely orcastrated by you Boots! You are so silly
84875	0	@USER @USER @USER @USER What exactly do you mean by “common sense gun control” you first need to understand firearms how they function what their role is in our constitutional republic and that banning them from law abiding citizens does nothing to protect law abiding citizens.
85039	0	@USER He is so funny 😂😂😂
14110	0	@USER Even London @USER don't like conservatives.
40498	1	@USER He's another one of the puke pool!! It's getting pretty full I can tell you that for sure!!!
31505	0	@USER He is over with the bola crowd according to the reaction he got from the first night of bola.
21813	0	@USER @USER He is a godless heathen @USER
12233	0	@USER nothing was happening behind closed doors because in the end she left him and MONTHS later he overdosed. none of ariana’s business. she is NOT responsible for him
17995	0	@USER @USER is there any reason why you believe you are relevant anymore? You weren't relevant when you were Secretary of State all you wanted to do is give away everything to our enemies. Go crawl back under the rock with Barry Soweto
14874	0	@USER @USER Yea he is. lol  Sorry you  have to go through this
25486	1	@USER Worst place I've experienced that is the fucking movies
96943	0	@USER @USER @USER @USER @USER @USER so stronger gun control is better than leaving guns easy to access. Gun control isn't a gun ban 💀
90250	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Happy to connect.  #WeMakeAmericaGreat 🇺🇸🇺🇸🇺🇸
68627	0	"""""""""""""""@USER How many are willing to testify under oath that they actually knew Kavanaugh? How many would testify to having said NO"""""""""""""""" to Kavanaugh? Until you have said """"""""""""""""no"""""""""""""""" to man, you do not know what he is like."""""""""""""""""""""""""""""""
95697	0	"""""""""""""""@USER No longer on guard, Marie smiles warmly. Merci. I love when I am compared to my father. I look up to him in many ways."""""""""""""""" She looks down for a moment and then back up. """"""""""""""""He is also my sire. Unless you already figured that out."""""""""""""""" She laughs softly.   Marie beams at the question. +"""""""""""""""""""""""""""""""
95473	0	@USER fake news at it's finest just change name to antifa and chicken gropers news you can't use...
90176	0	@USER @USER @USER That's the point you waffle faced nob goblin
10309	1	@USER Be ready!! Be prepared!! Because the trump administration isn’t going to do shit if you get hit!! Well.. if it’s a white county you’re good.. lookout Randolph county!! Hide yo kids!! Hide yo wives!!
11402	1	@USER I thought this was SNL. The last guy is wearing a fucking beanie with the mindmill on itS
94856	1	@USER Fuk this fat cock sucker
43540	1	@USER FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@
37276	0	@USER @USER @USER To pivot away from China: - Form TPP: TRUMP Pacific Partnership! - Give business to other Asian countries and form strong support network outside China! - Ban products from China that include stolen Intellectual Property - No sharing IP to do business in China  #MAGA @USER
95643	1	"""""""""""""""@USER And republicans fall right in line and say these are serious accusations we must postpone the vote until we hear from her"""""""""""""""".  Many republicans are not interested in being conservatives."""""""""""""""""""""""""""""""
65930	1	@USER It sure it here. Those other photos of her were from decades ago. She is a complete Liberal Antifa. She can not be trusted. I don't believe her. Not a whit.
61875	1	@USER Free speech is alive but not so well since all social media platforms are run with a strict dictatorship of opinions by libtards.
30638	0	"""""""""""""""100% hear you. But don't think we're lost"""""""""""""""" in the sense of defeated, more like adrift, off-track, can't find our way. The answer is not more guns in general or teachers with guns! Let's start with electing leaders who support reasonable gun control, and go from there. URL"""""""""""""""
37089	1	@USER And I you ya sexy lady you ♡
78943	1	@USER Because only the unhinged liberals that are scared they won't be able to murder their babies are demanding this. The other normal rational people with common sense can see this is just a fake accusation to stall.
48531	1	@USER You Conservatives want to talk about scandals!  Really?  Let’s get started. If you have the balls. Let’s get busy you chickens.
84499	1	@USER Agree. That’s hatred beyond compare. Her feeling of bitterness of the Duterte Presidency and its success is evident on her tweets and articles. 2016 was really a slap on the face on the “yellow intellectuals” .
95792	0	Remember. Just like we tried to tell you. You don't hear from Roy Moore's accusers anymore. They're running the same play. #ConfirmKavanaugh #MAGA #ChristineBlaseyFord
77247	0	@USER @USER Typical liberals. Principled until it comes to their money.
31194	1	@USER You kept a SCJ seat open for over a year with Merrick Garland. It is not fair to push Kavanaugh thru. He is the most unpopular nominee ever. The American people deserve better than this. The woman deserves better than this.
84594	1	.@USER If his Constituents support him they are as craven as he is. If they don't they need to VOTE HIM OUT! URL
31428	0	@USER be yourself they love u for who you are x
56705	0	@USER @USER @USER Different story now he’s attacking Liberals isn’t it 🤔😐 ... he’s been doing this this since #KillGough Wasn’t an issue back then tho (apparently) #auspol
81331	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahaha by telling me to stfu?  So hurt 🤣
44654	1	@USER @USER  This is insulting. I'm black and fully capable of getting IDs. What makes you think that we can't?  Lets be honest. This is about liberals (mostly white 1s) that want to appear as saviors and vanguards for minorities. Its about protecting your fraudulent votes.
66501	0	"""""""""""""""@USER @USER I'm sure they are Pro Life"""""""""""""""" Conservatives. Keep up the great work Chelsea; we need you."""""""""""""""""""""""""""""""
29099	0	@USER @USER There ain't no MAGA hats sold here but that don't stop me from wanting to MAGA.
50561	0	@USER @USER @USER Mickie is 39 now? She is on her way out.
97581	1	@USER you suck so fucking hard that i genuinely want to drop out of school and quit doing art and spend every day of my life destroying another epson printer with a lead pipe. i hate you so much.
81738	1	@USER Wrong 99 percent of the time she is in a bed or laying down suntanning all summer long she is bland like a dry piece of toast! ... carry on #BB20
95833	0	@USER @USER @USER Wow!  I like this lady more &amp; more!!!  She is such a fighter &amp; a blessing!!!
45799	1	@USER Only suckers are paying $40 for early access to a game they'll hate in a week
27628	0	#Danish Party that wants to deport #Muslims that are on #Welfare growing fast.  Why oh why #Conservatives in the #UK don't focus on this I'll never know.  #MBGA URL
12535	0	@USER @USER Hmmm. Was NFL on tv today? Didn’t even search. Watched tennis &amp; baseball. Not one of them kneeled! Won’t be watching next week either.
98974	0	@USER @USER @USER @USER FBI and Doj lawless? Why so many guilty pleas and cooperation? Sure is strange all of trumps campaign is going down in a first ball of flames yet conservatives still fail to admit the unprecedented level of corruption by GOP and make the needed corrections. Sad
24502	0	@USER Didn't sound bitter to me. The main message was  to recall American values and urge people to quit complaining and vote.
79553	0	@USER @USER Besides she’s a leftist celebrity. We never use death threats. At least good conservatives like you and me...
66622	0	@USER If you stand up for what's right? The Conservatives were mad one of there's crossed but it's ok for a Liberal. That's double faced!
60611	1	4.5 million kids in poverty a screwed up Universal Credit system  Brexitshambles an Economy teetering on the brink  ...the list is endless and the common factor &gt; @USER building a country fit for nothing
74595	0	@USER @USER She is xx
18365	1	@USER Most men are decent and respectful so how is it that the so-called conservatives have such a knack for finding and elevating sexual predators?
21449	0	#Tories #Labour #GE2017 #Conservatives Conservatives URL 🌟: There are over 3 million more people in work with the security of a regular pay packet since 2010.  See how it's changed in your area ➡️ URL URL
32734	1	Ain't it fun when a manager has a stick up his ass that would make a redwood self-conscious about its size?
43546	0	@USER @USER You are way off
83212	0	@USER @USER @USER @USER Back then Antifa was called the kkk. They were a known muscle of the Democratic Party URL
74122	0	@USER Paid by democrats just like antifa is paid by Clinton and Soros
30832	0	@USER My prediction brother love breaks in the cell and beats up roman till he is passed out and braun wins aka this is the brother love heel turn and brother love makes his return as manger of braun with ziggler and drew
48218	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I dunno. I know who he is but I don't interact directly with him a lot. 🤷‍♂️
88151	0	"""""""""""""""@USER @USER @USER Not progressive at all Article II, section 1 of the Constitution 1790 says he is a citizen and 44 years as a resident of Texas says he can say y'all"""""""""""""""""""""""""""""""""""""""""""""""
67224	0	@USER Cue the liberals’ moral shunning of society for a minute; as they take a break from trying to ruin Brett Kavanaugh’s life &amp; humiliating his family.
11200	1	@USER @USER @USER @USER At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors.
29260	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awesome Q meme on that!
27341	0	@USER @USER @USER @USER So inspiring to see so many people playing!
68054	0	@USER He is correct
34893	0	@USER @USER For what? Why are you asking for his arrest?  Liberals being butthurt for 19 months is not an impeachable offense.
31247	0	@USER @USER @USER @USER @USER @USER @USER And the United States is 94th in murder rate.  Thanks for proving that gun control is useless except for authoritarians.
54247	0	"""""""""""""""@USER If it's REALLY bad don't eat it, but when the waiter asks, you are obliged to say it was lovely"""""""""""""""". Remember you can always get a kebab on the way home."""""""""""""""""""""""""""""""
95756	0	Rod Rosenstein – Agent of the Deep State Coup - Flopping Aces - URL … URL #DeepState #DeepStateCorruption #draintheswamp @USER #kag TW347
53127	0	@USER wow you are so beautiful ayumi
89778	0	@USER So Liberals CAN stand.
24878	0	@USER URL If you’re not an ancom then you should be on my side
53758	1	@USER I'll lock yo sorry ass down 🤗
22874	1	@USER @USER Liberals ruin a life doesn’t matter as long as they win in the end! Must stop! The have no Conscience
72711	0	@USER hi i love youuuuuu. i hope you are doing okay right now ariana. i lovee youuuu
63482	1	@USER is advocating for conduct within bounds of Human Rights but can the terrorists can be categorized as Human? They kill people mostly innocent just like berserk wild beasts. Even wild beasts kill only when hungry. So I feel that the Indian Army who are doing greatly. URL
16745	0	@USER @USER @USER @USER @USER Hahahah man please pass along whatever you are smoking!!! URL
28395	0	@USER @USER You are but Rider always makes me aware when you are late for him so late is late no mater who you are meeting. 😂
81230	1	@USER @USER @USER How many car windows did you smash today while wearing a pussy hat? You anti-American antifa fucktards are a pathetic waste of life. We will slap you down at the ballot box once again. URL
63003	1	@USER @USER She is an hypocrite and back stabber like her boss! She applaud this clip. Neighbors help each other when they need help?  URL
49948	0	@USER @USER The petty semantics regarding ANTIFA. You Are better then that.
52678	1	@USER @USER Man I’m glad I can make y’all’s day. I just be saying stupid shit on the fly. I ain’t trying I’m just dumb lmao URL
28193	0	@USER A person’s stance on gun control is a telling statement on if they believe in the rights of the individual.  Might as well stamp “Statist” on their forehead.  Please vote accordingly.
47412	0	@USER @USER Liberals always play victim. URL
81677	1	@USER @USER You ain’t doin your part then 😂 check them pussies. I’m from the hood and I still don’t say the N word cause I’m a little more educated I got other ways to describe my brother or friends. I feel the same way as you though too many people going left unchecked.
99208	1	@USER More fear tactics to make people attack her. It’s bullshit
30154	0	.@USER need to come out &amp; say if we’re headed for a ‘no-deal’ in October then @USER must call a General Election.  That’s the only “people’s vote” we need.  If people want a ‘no-deal’ they can vote for the @USER   I don’t think people do.   So vote @USER
84723	0	@USER @USER She is but that's not why we're friends.
52632	0	@USER @USER You are confused. JON!
85997	1	@USER @USER Eric is a crook and that’s that
18855	0	@USER Happy Birthday to Hyunjea i love you you are very beautiful ... #THE_BOYZ #HYUNJAE #더보이즈 #현재
44250	0	#party #partylite #Conservatives 1 book 150 subj insight site:My favorite #mythicalcreature? The honest politician  URL
65001	0	@USER @USER At times this all seems fake and made up. It does to me anyway because its not being disguised in any way. There blatant hatred shows he is the enemy or something. Who really knows. Assumptions can be made from across the isle and from fringe and alternative news and media.
49382	0	@USER @USER Both sides are ANTIFA...KKK...  Gotta stop
14772	0	"""""""""""""""@USER @USER Unfortunately, the report is riddled with errors.  It fabricates connections between influencers that simply don't exist, and categorizes liberals as far-right"""""""""""""""" if they even openly debate conservatives: URL"""""""""""""""
22473	1	@USER He is most impressive at corruption and lies.
83758	1	@USER Yet another really stupid take by Erick. He is a single issue thinker...overturning Roe. Anything that gets in the way of that is to be mocked and trivialized. He has no other core beliefs.
86171	0	@USER @USER @USER Nobody does racism like the @USER 😮
85068	0	@USER @USER Not so much. Trump is mental. He is president. He responds badly to opposition; well to praise. Graham needs to get through Mueller investigation &amp; judges. Trump will then be asked to step down. Pence will be president &amp; will pardon whole family. New judges in place. The end.
12151	0	#TalkLikeAPirateDay   UK SCURVY PIRATE @USER PLUNDERED #1950swomen 's state pension CHEST &amp; refuse to PARLAY  MAROONED us with NO GOLD DOUBLOONS only wormy biscuits  #1950sbornwomen will sail alongside blast a broadside &amp; make them walk plank ⚖️  #backto60 #onevoice URL
56360	0	@USER ...and we’re still not listening—all I hear is mumbojumbo.
76857	0	4 UK/US DEEPSTATE NUKES INTERCEPTED HEADING FOR US CITIES. #skynews #skypapers #bbcdp #lbc #lbclive #talkradio @USER @USER #altnews #brexit #remain #london #cityoflondon #news #breakingnews #uknews #labour #tories #trump #toryparty #ukip #conservatives #christians #qanon
94151	0	"""""""""""""""@USER He is a Patriot"""""""""""""""" according to the Left...."""""""""""""""""""""""""""""""
38109	0	@USER what the fuck do you gain from posting on your private instead of your public
66851	0	@USER @USER Repeat after me zombies...
52786	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Shush it makes the ship make more sense
22500	0	EXCLUSIVE: Soros-Backed Activists Slip Cash To Anti-Kavanaugh Protesters Before Arrests URL via @USER
58164	0	@USER Hyperbole? ✅ Libel? ✅ Shit fact checking? ✅  Must be.....🤔.   ANTIFA! ✅
86308	0	@USER @USER Like Antifa hiding their faces?
40917	0	@USER Does  that mean you won’t be bullying women who support trans people? Bet you last ten minutes. You are a transphobe.
50950	0	@USER Beautiful Alex. I hope you are feeling better.  Miss your smiling self in the morning.
55335	0	@USER You are only believing her Because she is a Women.
35521	0	@USER @USER Can't do that. BLM and Antifa morons will start looting
56202	0	@USER @USER @USER @USER Eddie you are the king of L’s. You need to learn how to get W’s. Mike and I consistently get W’s which is something that you can’t ever get.
38019	0	"""""""""""""""@USER @USER @USER @USER @USER @USER @USER @USER 2/2 Liberals say (rightly) there's lots of prejudice and discrimination between migrants"""""""""""""""" then conclude """"""""""""""""all opposition to migration is just arbitrary prejudice"""""""""""""""". But that requires seeing the distinction between citizens and migrants as arbitrary and prejudice driven."""""""""""""""""""""""""""""""
62457	1	@USER @USER Jesus she is the evilest of cunts
18948	1	@USER @USER MY FACE WAS SO CLOSE TO THE CONCRETE BITCH I COULDVE PROBABLY STUCK MY TONGUE OUT AND LICK IT
81273	1	@USER Good.  He's a mess
66367	0	@USER Ford's takeover of the Ontario Conservatives makes Trump's takeover of the GOP look geologically slow.
22001	0	@USER bro your twinsie resemblance to my brother in UNCANNY! He is 30 years old now - maybe you are long lost bros? Which would make US BROS! LOL URL
37277	0	@USER @USER @USER But then they add in MAVERICK who goes against every reason why they nerfed IQ who has been a player MOST of the player base DON'T USE.. However bcoz PL players who play this game religiously can use her.. All of a sudden she is too OP for the whole community.. 🤔🤔
80360	0	@USER @USER Yes sir!
57373	0	@USER @USER @USER @USER He did win.he is my president
19654	0	@USER @USER I’m not for gun control....practice reading comprehension first
16191	1	@USER @USER @USER @USER shitt on Pitt - perfect for wiping the seat! URL
95429	0	@USER @USER @USER @USER @USER @USER You have nothing you are isolating yourself from others and it's quite hilarious to watch. Also if you were around for the idea of #Anonymous years ago you would know it's in general about resistance. I don't support senseless violence actually I fought against Antifa like u.
62650	1	@USER Figures! What is wrong with these idiots? Thank God for @USER
52912	0	@USER @USER was supposed to be Monday
86689	0	"""""""""""""""@USER @USER @USER @USER @USER Our debt is not unsubstantiated.  It is backed by the full faith and credit"""""""""""""""" of the United States, except when conservatives decide they don't believe in that."""""""""""""""""""""""""""""""
64849	0	@USER @USER @USER @USER When some one is defaulter and you are FM... Ideally what should a FM must say when he meet dafauler
39036	1	@USER Francis must be forced aside. The Church needs to be cleansed top to bottom.
31480	1	"""""""""""""""@USER #Republicans love to say it's too early to talk"""""""""""""""" about common sense gun control after these events - what they really want is people to forget and amnesia to kick in so they can ignore doing their jobs which is to protect the public  Gun control works and R's just procrastinate"""""""""""""""""""""""""""""""
15881	0	@USER @USER What are they sheep!  Can’t they speak for themselves with out that guy telling them what to say.  Speaking of Bots I think we found them!!! URL
61578	1	@USER Shorty's dad taught him eveything about   Pussygrabbing Sexual assault  #trump family time.  #maga girls have to stay silent. URL
42849	0	#SesameStreet’s #Bert and #Ernie came out of the #closet today. Spox says they’re a loving #couple. #Conservatives incensed. Rush out to buy Bert and Ernie dolls to burn along with their newly purchased #Nike fashions. #Gay #lgbtq #lgbtqtwitter #bluewave URL URL
93956	1	@USER @USER Yeah. He’s very immature &amp; can dish out criticism while crying and blocking instead of accepting any. It’s cool. Folks can see him for who he is mostly.
11040	0	@USER @USER Since we are a republic.....no. #MAGA
25458	0	@USER @USER Whatever u may say. You are not coming in 2019
98246	0	@USER Boy they are really panicking why what do they have to hide I wat to know do t you  . I don’t recall republicans acting like this when obama put two liberals on the court
12093	0	@USER @USER @USER I was going to ask the same thing.  Don't know who he is.
98407	1	"""""""""""""""@USER @USER @USER Whataboutism"""""""""""""""" is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy."""""""""""""""""""""""""""""""
51557	1	@USER @USER A horrendous act of course. Conservatives lie like they breath and are just generally awful human beings. I don’t doubt the victims story even a tiny bit
49980	0	@USER @USER @USER Says the guy who thinks that Labor (Australian equivalent of USA liberals) are socialists. 🙄
75794	0	@USER oh yeah i’m down if you are
12667	0	@USER You just justified their not only using violence but the instigating it. What if I use a similar justification and say they hate Americas and wish to violate my to rights. End Antifa and its ideology and end people trying violate my rights and destroy my country
90987	0	@USER @USER @USER @USER Why? Chairman of Young Conservatives whilst at Oxford.
48371	0	.Drew your cat gorl while at work and while you are streaming :D  @USER URL
11515	0	#DontMessAroundWith conservatives. Dismiss them with prejudice.
68563	0	@USER She is very cute so she can get away with this
