id	subtask_a	tweet
28067	1	"""""""@USER The Hollywood elites make fun of Republicans, Conservatives, Christians, Jesus, &amp; Ex-crackheads. That's very funny, considering they consist of Democrats, Liberals, Atheists, Satanists, and CURRENT"""""""" Crackheads. And don't forget, the adulterers, pedophiles, and abusers of woman."""""""""""""""
96007	0	@USER Diane Feinstein Maxine Waters Hillary Clinton  Every member of antifa I'm sure the demonratic party could provide more examples but you're smarter than me in this realm.   #redtsunami #buryblue #startvettingsenators #startvettingcongressmen
79644	0	@USER please help her out. She is distressed. URL
71576	0	Cory Booker and the Democratic Party of KKK's Robert Byrd #PJNET #MAGA #TrumpTrain #TrumpTrain2020 #corybooker #MAGA #KAG #KeepAmericaGreat #PresidentTrump URL URL TW352
25543	1	@USER @USER You are delusional if you think he is the reason either game was lost in the past two seasons lmao
53086	0	@USER #straightfire needs to win tonight. She is the rightful women’s champion. #hiac
93313	1	@USER @USER Right!!! Politics has no place in anyone's reproductive organs OR their sex lives!!!!
96861	0	@USER Gawd help us.
96159	1	@USER It’s going to suck with any rating. Venom without the Spiderman origin isn’t really Venom. This is just a Sony cash grab.
49858	1	@USER 2 ways for President Trump to lose in 2020. Gun control and an immigration bill with no wall.
71819	1	@USER I was more sad about how many liberals seem to love firing shots at allies. I saw it in 2016 with Bernie Sanders supporters calling me an Uncle Tom for supporting Hillary.  I made the same argument then and now. No shade and hopefully you don't block me. I respect your opinion
77833	0	MAGA...retweet this over and over ...he has deleted the tweet but let's let him know we have it! URL
64333	0	@USER @USER He is.
70250	1	@USER Another nail in the coffin of the NFL
95807	0	(Rs) Marsha Blackburn and Martha McSally are going to be just fine in their Senate races in Arizona and Tennessee.   DON’T BELIEVE THE #FakeNews SUPRESSION POLLS!   #MAGA #Trump #RedWave #Midterms
29674	0	@USER @USER @USER Because the accuser didn't have time to delete all her radical leftist tweets by then.
41374	0	@USER @USER And I don’t call striking down gun control legislation curtailing our civil rights.   Gun control legislation is just common sense.
81846	0	@USER @USER @USER @USER @USER You are a good dancer and talented in drawings. My fingers are like that when I vote for CNCO 😂  #PremiosHeat2018 @USER  #LatinGRAMMYCNCO  #CNCOnEllen  @USER #CNCO #TheLatinArtist #PCAs #followERickOnIG
83064	0	@USER You are cum
63972	0	@USER @USER She hardly tweets unless its to give a shoutout to getup or antifa it seems.
73564	0	@USER elmo is antifa
25720	1	@USER Treason he should hang he has no business even trying this who the F does he think he is Trump needs to Lock him up fast
71212	1	@USER On no not roaming charges! Good charge all these foreign fuckers when they come here!
42338	0	@USER @USER @USER There’s definitely a feedback loop which is now even warping perceptions within the movement. Labour factions often hate each other more than the conservatives
61638	0	@USER He was all about bashing the Iraq war but when faced with the binary choice he is pretty proud of supporting that same status quo vigorously. I don't get it either.
15835	1	@USER That’s one way to look at it. The other is that the charge is bullshit for almost everyone.
51449	0	@USER @USER He is. We’ve been saying it for years. Uncle Christopher is Tristan while Aunt Carla is Bickle.
12681	1	@USER @USER Kind of like when conservatives wanna associate everyone to their left as communist antifa members?
55574	1	@USER I know sex sales and we all know Ridge was going to choose his daughter jmo I wanted Hope to get it
33893	0	@USER As soon as Kavanaugh is seated you can say goodbye to federal gun control. Never in your life will you see it again.
26239	0	@USER @USER Thank you sm!
26472	0	@USER He is the eggman.
20087	0	@USER Pro rate them just as you are the beginning positions.
44589	0	@USER @USER Its not that he can not dye the hair the way he wants it's part of the concept they promote using the haircolors from the music video ...all these things are planned well before hand . And you are leaving the part Jin actually says they don't listen to their company.
15611	0	@USER you are holding my life hostage! I have tried everything you have asked to get the freeze removed and for weeks you have done nothing to make this happen. @USER and @USER made it easy. None of your antiquated systems work and customer service is non-existent.
26276	0	@USER @USER You absolutely can enforce them consistently. Stop and frisk isn’t a law based on definable characteristics. That’s the issue. Gun control laws aren’t subjective like stop and frisk.
45086	0	@USER @USER 🥀😢😢😢😢😢 so sad and preventable. Lift gun control in Chicago. Allow decent people to defend themselves.
58939	0	@USER Yoongi you are the father!!! 😂 URL
32534	1	@USER @USER He is such a con apparently finds are running low😏
13039	0	@USER She is saving her cAreer
17781	0	@USER @USER @USER @USER @USER Excellent timing! URL
55174	1	@USER @USER He is Satan
49114	0	@USER I’m not even a bron fan but he is overall the best player in the league.
15557	0	@USER Wow was he wearing his hood when he made that statement? And... antifa? Really?
93541	0	"""""""@USER @USER @USER ALT RIGHT""""""""...LMAO...nope, we're just not Marxists #SocialismSucks"""""""""""""""
22062	1	@USER @USER Who are you to judge a man. Is your name Jesus? Why fuss about the words he chose? How many did your Messiah @USER bring home. Stop being a troll and wake up. #MAGA #Qanon #WWG1WGA #Trump #TrustThePlan URL
45932	1	@USER Blame Trump???  U bunch of idiots. Blame the corruption over in PR
25004	0	#Tories #Labour #GE2017 #Conservatives Conservatives URL long-term approach has a number of advantages including the ability to work with our supply chain and landowners to build more homes.  🗨️ Paul Hackett, Chief Executive… URL
58891	1	@USER Already pacing you side by side Sir! I think she woke up after the election thinking she could now retire only to be the second biggest loser. She is holding off for hope in the mid-terms and will quit once that one vaporizes like a fart in a hurricane.
84736	0	@USER I am on AS 849 but don't want to get anyone in trouble since this is not the first time . . . it happens with frequency.   If I sat a row back it wouldn't be an issue with carryons but bulkhead is tough.  Hard to say anything when you are on a flight together for 5 1/2 hours!
63849	0	@USER And Hillary won the 2016 election?
56870	1	@USER @USER He is a man who allowed the wife of one of his coaches to be abused for years while he covered it up. AND threw everyone including his own wife under the bus to help himself when all of his lies (he never thought anyone would know)came out. He is a total pos
40674	1	@USER That sucks 👎
97490	1	"""""""@USER @USER Hillary was blaming women not too long ago.  Better hope the Uneducated"""""""" don't show up to vote again.    “It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”"""""""""""""""
82873	1	@USER @USER @USER @USER @USER  Aaron finding the sending if a locomotive funny. He is aware it symbolises the trains jews were sent to their deaths on.
77590	0	@USER As if we didn't already have enough reasons to not watch...
56845	0	@USER She’s vile &amp; hateful &amp; just not funny. She needs to stay out of the news for the next 10 years until none of us remember how terrible a person she is...
81124	1	@USER thats why they lobbied the government to ban reaserch funded bye the cdc that could be used to argue for gun control. guns in the home dont make you safer. quite the opposite.
32646	0	@USER @USER Exactly. Well said! #MAGA
94158	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yeah ok antifa lover see you in the streets 😉
88488	1	@USER wow @USER you are so cute
72081	0	@USER @USER @USER Over here gun control is unconstitutional so the 2A protects us shooters that just want to shoot down range.
95435	0	#Robertsrooms supporting open border candidate Austin Petersen. Sells out #MAGA for payoffs. URL
33270	0	@USER @USER @USER @USER @USER aaaah thank u sm
58929	0	@USER she is so beautiful! ❤️
65045	0	@USER @USER @USER @USER @USER @USER @USER @USER Idk can we?
56208	1	@USER From your lips to God’s ears Antonio. I will do my part. Let’s hope all Conservatives do their part. And stay vigilant at the polls. Dems are desperate. There WILL be fraud.
41247	1	@USER @USER @USER Why? Because you are too busy spreading hate with your TDS? I’m sure you feel fine ridiculing children of conservatives. You represent everything that is wrong in the education (brainwashing) system.
63350	1	@USER I suppose you think the way liberals attacked Sarah Palin was courageous also. You’re just another hypocrite.
75928	0	2018s biggest epidemic is saying neoliberals when you just mean LIBERALS
37582	1	@USER the only thing i know about gun control is how to have great aim.
89982	0	@USER looks like Misha
78052	0	@USER He is safer than a bomb shelter this year and next.
81405	1	@USER He also said he had a gatlin gun and niggas that sit on the corner like boxers between rounds
61188	0	@USER Or a mongoose that goes after a King Cobra despite knowing one bite can off him. I’m a big animal analogy guy
82333	0	@USER Yes you are but I was asking what is it about the movie ?🤷‍♂️👀
50639	0	@USER @USER @USER @USER @USER @USER @USER @USER Its legal in India and if you adult women only you have to sign it you don't need the other person signature why this rabble rousing in India take it to Vatican &amp; Ireland etc @USER take it where it's  banned Church preachers not to do abortion even if you are raped??
88613	1	Chances @USER got @USER ‘s Mario Cart penis confused with one of the few thousand she’s had since then. Can you remember what a specific slice of pizza 🍕 you at 15 years ago looks like? Dems like ancient memory based accusations #ConfirmKavanaughNow #MAGA
26572	1	@USER URL LOOK ST THIS BULLSHIT
59086	1	@USER Excommunicate the guy. That’ll teach ‘Em.
11455	0	@USER He is painter👍😍😍😍😎😎😎👌
42732	1	@USER @USER He’s so tired of all these liberals everywhere. He’s afraid “All this will go away....”. His money. His power. His tax payer paid  junkets. His unbridled arrogance is sick. Keep the pressure on! It’s working.
81322	0	@USER Luckily you’re in one of the safest @USER seats. It allows you to be flippant/dismissive when it comes to opposing views. Still not heard a cohesive alternative plan from you though... #brexitshambles
14877	1	@USER Rip lmao who knows 😂 that's why I'm trying so hard not to expose my shits since they can't never relate anyway
38141	0	@USER @USER Twitter and social media seems to make errors only on conservatives and never liberals. Why is that?
10325	0	@USER If you seem like a nice person? Maybe if people got to know you they could see that you are worth to be cared about?
17618	0	@USER Who CARES??? She broke into HIS home and shot him. She is the one. That needs to be held fully accountable for her actions.
69998	0	* Christian Kabasele reveals the secrets behind Watford's perfect start to the Premier League season : Beans are banned at Watford's training ground so Christian Kabasele spills the avocado and quinoa. He is is intelligent.. . URL URL
78965	0	@USER Or the ones we lose when the NRA challenges reasonable gun control measures as unconstitutional as they did the new laws that the #Parkland kids helped get passed in FL.
32653	1	@USER @USER @USER Fuck yes ride it baby!
77193	0	@USER @USER Follow along..  Conservatives paid Fusion  Fusion paid Orbis (Steele's company).  It's not that hard.. seriously
81851	1	@USER @USER Who really listens to those post menapausal angry yentas except hardcore liberals and femanazis?
60961	0	"""""""@USER Fighting for the oppressed""""""""? Puleeeze"""""""""""""""
74437	0	@USER Notice how much he keeps looking around? He is looking for a little girl to touch. He is a disgrace to our country. #MAGA
46121	0	@USER @USER  - #Liberal from the top down
92522	0	@USER you are beloved x2
83095	1	@USER i BREATGE in kpop stan u nigger
43951	0	@USER Hеy! I am 21 years old. I'm waiting for you hеre 👉 URL 👈 👰 😗 🌷
37483	0	@USER Are you and your family okay? Not sure how close you are to everything.
43459	0	@USER Beto-male
76414	1	@USER @USER @USER Oh yeah so I'm sure you'll wait a certain amount of time before talking about gun control right? I'm sure you're saying the same thing to all the people using the dead to push laws that do nothing right?
22786	0	@USER Great Message !! President Trump Is Winning !!!
98679	1	@USER We in this bitch together 💁🏽‍♂️
58583	0	#MichaelChe THIS GUY thunks only White Repubs &amp; crackheads Thank Jesus Guess you don’t like Christian’s money do you buddy?! Good luck Mike trying to have a lavish style off the backs of liberals 😂😂 URL @USER 👎🏼
26869	1	@USER @USER @USER Isis apparently obama let them run the world. Getting nuked by korea? BLM destroying cities. Antifa?
36736	0	@USER Thanks man! It's not in stock at most stores tbh so you need to order it by phone/online to then pick up in 2-3 days (Unless you are in Texas)
28727	0	@USER @USER If your party ever wants to be taken seriously they need to call off &amp; defund violent liberals ANTIFA with their KKK hoods beating up strangers they know nothing about. Either you care about human life &amp; all these causes or you have people beat up. You can't have it both ways.
88954	1	@USER Never nigga 💀💀
15598	0	5 Things You Are NOT Doing But Should Be Doing For Your Blog To Succeed - Did You Think About #3? URL URL
70077	0	@USER @USER @USER No equip an in air accuracy mod and you are all set !! Let’s the clips fly !!
67691	0	@USER Bitter liberals are so funny.  Keep posting with anger!  So fun to read....
39039	1	@USER Didn't this trashy thing sleep her way to the top with married men?
99645	0	@USER @USER @USER @USER @USER The stats from that are skewed. They considered “school shootings” a wide range that most didn’t even include a school. Just another fake stat to push gun control.
81266	1	@USER @USER She thought she would be low profile and help the Dem party get rid of Kavanaugh and she could remain anonymous. She most likely was promised this by the party. Now that she can be charged with perjury she will continue with playing a victim. She is not. Lying is a can of worms.
47401	0	@USER What you thinking about ?
96677	0	@USER @USER I believe he is doing great with the @USER is finding out how hard it is to actually work with a team that can’t cheat and get away with it...what a terrible place to find that out...the A-hole of America
36553	0	@USER @USER @USER @USER @USER He is complicit and took the money. He is going too !!!
14612	0	👀 PATRIOTS &amp; ANONS 👀  💥old SOROS is shopping again!💥  #MAGA #ConfirmKavanaugh #DeepState @USER  @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER URL
10852	0	@USER Are #LEOs okay with their home addresses being passed out to any antifa who attend a few DSA meets?
39683	0	@USER 2018-09-14 23:56  Congratulations! You are on no blocklists that we can find by scraping publicly available blocktogether lists  Please check my follows for people incorrectly blocked - URL
30890	1	#VA10 voters know @USER is the right side of the gun issue. Gun control or gun rights? The answer may help determine whether NRA-financed Rep. Comstock wins reelection URL
10794	1	@USER @USER You are seriously so despicable. How can you even look you kids in the eye...
62634	0	@USER Anyone supporting nike or kap is antiAmerican URL
42371	1	@USER @USER Guy if you can't explain yourself after a day that's a good indication youre talking shit
96149	0	@USER @USER @USER I know liberals dont like to do research or like facts.  If you listened to anything over then CNN you'd know this.
77482	1	@USER ACLU is insane. The antifa democrats are violent and should be declared a domestic terrorist group.
62274	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all Patriots and retweeted
20218	0	-Wherever you are is the place i belong🌌🖤🖤.- URL
98165	1	@USER TEA. I WAS MAD WHEN I SAW THAT SHIT.
92114	1	"""""""@USER Tom Marvollo Riddle. Evan will lose his dick if he fucks around he knows it. Cause he is already after a lady""""""""  She nods and looked at Evan.  Evan grins at her and stayed silent.  He did liked to fuck around but he knew he could not hurt his date"""""""""""""""
98754	0	@USER Nhs is only the way it is because we have a over populated country  Conservatives have privertised were nhs buys from
47345	0	@USER I quite enjoy these tweets you are liking
53357	1	@USER @USER Idk what to think about her...but with her eyes like they r...she is naturally bugging out all the time...which is untrustworthy
75230	0	@USER @USER Richard Cephalic is what he is. (Its clinical)
17114	0	@USER Then support meaningful gun control and there wouldn't be atrocities like that to use?  Don't want them raising money for good causes? Eliminate the disasters!  #trumpisamoron  #Stopkavanaugh  #NYTimesOpEdByQaNon
33663	0	Ababzhah but this whole everyone talking about sex makes me very uncomfortable so bye
27537	1	"""""""@USER Eric and Hussein just need to STFU and go away. Too many Americans died as a result of their Fast and Furious"""""""" gun running scheme gone bad. Eric even defied Congressional subpoenas with Hussein's backing. Despicable."""""""""""""""
28411	0	@USER @USER Yes Canada that is another great achievement from the #Trudeau #Liberals it just keeps getting better
72487	0	@USER @USER @USER If it is true why wait to say anything until now?   Answer : liberals will do/say anything not to have conservatives on the court.
52687	1	@USER See...it's not gun control we need. It's Leftist Liberal Control. Guns don't kill people. Idiotic Immoral Leftists do. #LiberalismIsaMentalDisorder #DemsAreDangerous #WalkAway
85961	0	@USER She is not Lisa URL
96404	1	The ”beautiful people” still don’t get it..Shameful! keep digging @USER 'Dregs of society' support Donald Trump. @USER @USER @USER @USER @USER @USER @USER @USER #MAGA URL via @USER
35693	0	@USER Don’t doubt a fat man
22501	0	@USER @USER @USER Super storm Sandy hit the North East. I agree with you though. People here have a bad idea of the east coast and it's pretty cool. The north east gets all 4 seasons at least. We get rain and summer.
91969	1	@USER I hate him im so fucking sorry
74320	1	@USER He trashed himself it was ugly.......didn’t hurt Trump.
40588	0	@USER You guys really just did this on cue....  #MAGA #MKUltra
66813	0	... ammunition is in many states easier to buy than cold medicine...'   California Tries New Tack on Gun Violence: Bullet Control URL
39042	0	ANTIFA Scumbag Trying To Explain Why Trump Is To A Black Trump Supporter Pr #Topbuzz URL
63941	1	@USER Another INSANE O.. appointees.. AMOUNTING TO NUT N.. JWB.. the next ONE    Could be real famous.. former..first BLACK president.. OR former first BLACK lady... JUST SAYN IT...and FREEDOM OF SPEECH... r my Am O!!
21286	0	@USER So innocent until PROVEN guilty only applies to liberals?????
37042	0	@USER #JulieBurchill is actually mentally ill. When I was a kid she used to fill the NME and The Face and all those mags with her vacuous drivel and now she is given the space in Grown Up World to do it courtesy the spineless pro #brexit @USER eejits. She is pathetic.
33427	0	"""""""@USER @USER @USER @USER For a President that is so unqualified """""""",  Donald J Trump most certainly is successful!  You can dislike the man, but you cannot deny his achievements!"""""""""""""""
19932	0	"""""""@USER @USER What's a ten commandments?"""""""""""""""""""""""
97915	0	@USER Consider the source. It's only Bono.
52085	1	@USER Nice hat😂  Hey #Liberals and #Democrats  @USER is living Rent Free in y'all's heads...  like McDonald's  #ImLovingIt   Sweet Revenge Has Never Tasted So Good  #MAGA #WalkAway
93507	0	#metoo is the BEST WEAPON the Liberals have because there is NO DUE PROCESS .. its all DISGUSTING ... and WOMAN are the ones USING it as the weapon .. shameful and TYPICAL Liberalism .. USE emotions FOR their own BENEFIT ... @USER POSTER CHILD for USING Woman
63057	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Glad you are ok
79939	1	@USER @USER @USER @USER @USER I’m gunna fucking die oh my god
97119	0	#guns #2A 'Last Lockdown' statues part of gun-control group's plan to change minds in pro-gun districts: Tucker: Left colluding with companies to suppress gun rights Tucker: The ideological gap between the leaders of America's most URL URL
77910	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Good list. Keep it going
58493	1	@USER I think Becka belongs in that room with the trash making comments like that. I don't hear you denouncing ANTIFA...who ironically models their flag after the nazis.
31173	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Love it trump wanted to do something liberals and Democrats just talk and have hearing
61271	0	@USER @USER @USER @USER Huh! The pot grows as council grows...in this case it is a reduction...and that amount $25m is going right back to the city for police gun control...already announced!
47735	0	@USER And the most insignificant comment comes from a Miss America contestant.
60420	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Expanding the protection of rights is the opposite of curtailing rights. Gun control curtails rights.
59684	1	@USER @USER But refugees! Marijuana! Peoplekind! Gun control!
86698	1	"""""""@USER @USER Yeah, poor conservatives for having eyes that see, and ears that hear.   If you're loving your brain bath , then continue on , pretty soon pedophlia will be your next great virtue to champion as you see kind loving pedo's dawn your TV set to make you march in line and resist""""""""."""""""""""""""
24298	1	@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know
33687	0	"""""""@USER @USER @USER @USER stop playing the pronoun game. what sides are being talked about? because a case can be made that both Democrats and Republicans are responsible due to both kowtowing to money from NRA and manufacturers, but not both sides of anti-gun control vs gun control"""""""""""""""""""""""
89369	0	@USER The far right is making no noise now.  Antifa is burning down schools and attacking people.  Deal with reality
45233	1	@USER Are you saying they’ll become another victim of the Clinton’s?
31885	0	@USER What would happen if she were to support gun control? Would the NRA help her opponent?
