id	subtask_c	tweet
55842	2	@USER These people are the worst kind of criminal playing off the them otions of their base fueling hatred in this country with insane rhetoric. Playing constant mind games to cause anger is not helping their cause some liberals are catching on.
49817	1	@USER you are all recycling of liars
43465	0	@USER He is the worst speaker ever!
31987	0	@USER She is a fake a fraud and a democrat activist plant. She is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives  do not  care about victims. If Democrats cared if they  would not  cheapen real victims with fakes.
59875	1	@USER How Funny...#WNBA Championship Winners Won't Visit @USER Stupidity Of Liberals Is So Amazing...And That Face With The Plastic Stupidity Proves It...Oh...Right...She Might Harm Her Little Face...Whats Next...Complete Body Armor...
34443	0	@USER Who authorized a search warrant of mr Jean home? Racist  what about her drug test. This is premediated murder. He will not be slandered. He is the victim.
37632	2	@USER Curious  could not  find this on your website.  does not  fit your narrative does it. Cowards. URL
44910	0	@USER You are a boring individual. It isseems  good too me
97760	2	@USER When are the Republicans going to learn that Democrats hate conservatives .Vote Thursday
79269	2	@USER Hmmm  it is  almost like gun control laws  do not  work. Which means that there must be something more than guns that are the problem.....
11271	1	People leaving racist comments on my posts will be instantly blocked. There are low follow accounts posting this crap and I think they are trying to make #MAGA look bad If you are racist in any way feel free to block me because I think  you are  an ignorant  point-of-sale 
93280	0	@USER i think i missed a few replies here (im on a conference call) but most of the anti jihadi muslim vets i know would disagree with gun control.  so this seems odd...?
30524	0	@USER He will blame it on the fact that he is Hispanic of course.
70376	2	@USER @USER is inciting VIOLENCE via Twitter to accounts supporting POTUS. He has made lists to have us targeted by ANTIFA...etc.
47549	0	@USER The truth for the gun control/anti-2A URL
34477	1	@USER Even the parody antifa page  could not  deal with this shit
35359	0	@USER  you  fuck  no bitch we decided we both was gone  step 
75971	0	@USER He makes dope ass songs.  He is  a singer/writer URL
24462	1	@USER  That is  really insulting because there are a lot of Latinos like me and there are a lot black conservatives who believe in God. We are not crackheads nor are we uneducated. These celebrities are garbage who know only how to read from a script  that is  all.
36286	0	@USER Holy shit. You better not be drinking milk after eating that. Or else... Nauseated Face
71100	0	@USER Im going to tell you one more time to fuck off before I block and report your ass. Whos your current president?
29651	0	@USER Good to see your hosting of the Emmys' bombed. Seems only Liberals like  no humor. You  won not  be asked back. Career killer. You were Da rating tanking Bomb. Now go celebrate with your liberal pals.
81179	1	@USER Omfg... Face With Tears of Joy
34080	0	@USER this is exactly who you sound like. Complete dog shit. Been meaning to tell you this for a while. #long #cox URL
48214	0	@USER Look at his reaction at the 18 second mark. What a contemptuous clown he is.
10507	0	@USER  Laughing My Ass Off ! You are still butt hurt that your loser Hitlary lost. Love it. See you at the polls in 2020 Bucky.
38294	0	@USER dumb ass. wear a helmet next game
68660	0	@USER Breitbart must be hacked! Your headline says it all.
10653	0	@USER Figures. He is a douche and would do this.
74927	0	@USER Thats  silly when the 90s cartoons made him popular as fuck
86646	0	@USER I bet s he is  had more  prick is  than a second-hand pincushion! #MAGA Flag: United Kingdom Flag: United States
87713	1	@USER WTF @USER &amp; @USER seriously...  what manner of bigoted platforms are you running that label an exhortation for children, black or other, to Stay In School   ? #JackDorseyIsAbigot #MAGA #KAG
73258	0	@USER HOW DARE YOU!!! Kappa
81827	1	@USER I know. I think  they are  the ones who'll be surprised about that since they think all liberals want to make gun ownership illegal.
66464	2	Alaye turn if your maga don pay
94554	0	@USER You are a Communist state controlled newspaper.  Very much like #ANTIFA would love to see. And your country executes people who dissent with your support. Enough said. Get off my twitter stream
73488	0	@USER He is a disgrace he needs to resign or the citizens of Maricopa County need to start a recall. If he FUBAR's the General Election that should be it. No waiting until 2020.
13052	0	@USER Fat ass.... heart attack city..... keep eating fat ass....
17779	1	@USER Love this woman Telling the truth e very day WHY do conservatives have to point out the obvious.Are people really that stupid
82685	1	@USER psychotic liberals fake media &amp; RINOS are walking on thin ice when they forget that real Americans ...the ones who put Trump in the White House will never allow them to take him out of the White House. BTW.. thanks for this #Kavanaugh B.S.-insures WE WILL VOTE!! WE ARE SICK OF DC!
24498	1	@USER Elder and Owen have been the bravest in pointing out that the culture is part of the problem. Liberals have engrained this short lived culture. Culture can change and will being black  does not  have to be linked to poverty and resistance.
11347	0	@USER Her word against his &amp; one more! She is a left wing nut nobody would touch &amp; is mad cause #Kavenaughs Mom had to evict her parents!
41545	0	@USER just vote  yes we all know you found out she is a fraud.
16097	0	@USER We should meet her face to face! She  won not  be speaking like that much longer. She is a horrid person! Somebody will teach her that you reap  what you sow. She will find out the hard way. She is just UGLY inside!!! FUBAR!
49656	1	@USER Anyone is a target for the Leftist Liberals. GOAL? Decent God-fearing conservatives will pass on Gov service! RESULT? The country is harmed! Congrats to Liberals - your ANTIFA anti-America blossoms!
77105	1	@USER in the fake national them ergency that was created by conservatives for their nwo bullshit
19069	2	@USER I found out today that Jesus  is not  white and  so now I  can not  go to church on Sunday AND I  can not  watch football damn Obama liberals
31963	1	@USER I always knew that is how Biden and Obama felt about conservatives.  It is  just shocking that they  so easilly admit it now. No wonder there is such hatred and violence on the left!
26310	0	@USER  you and all  need to know that she is human being and knew Mac for  so many years and was in a relationship with him.  she is  grieving. She  does not  have post something to prove that. AND IT IS NOT HER FAULT HE DIED LIKE DAMN! Stop blaming this poor girl. His addiction killed him.
42234	1	@USER There is absolutely  no point in debating a liberal. Your party has swung  so far left and have nothing but hate... All rationale has fleeted your side. Trump could create world peace and a utopian society and liberals would still resist for  no other reason than your hatred.
41642	2	@USER Good Democracy is overrated. Read Hans Hermann Hoppe- Democracy: The God that Failed
92478	0	@USER We also e is dumb as a box of rocks  so will give her a pass
46544	0	@USER need more ladies to spread out their pussy's on cam Smiling Face With Heart-Eyes
51029	1	@USER  what about all the refugees that destroy the country ( radical Islamic )!! You will get out them to their countries? #cleaningcanada #canadaelection2019 #canada #Conservatives
78611	0	@USER So the first thing you do is put the black guy up and call out that we are using the race card. Shows how racist you are. Maybe put a Lati no or woman up next.
21148	0	@USER We are calling you an operative . Or Shill. And more important a bigot for refusing to apologize for your actions to a woman just because she IS NOT a Scientologist. You  won not  even acknowledge  what you did or defend or explain it despite how many times it has been asked already?
56826	0	@USER furries can suck my dick, this is both an offer and an insult
42402	0	@USER And yet he is allowed to. Congress is supposed to be a check on this clown. If we get control of Congress you folks have to write some laws to prevent this happening again.
90426	0	@USER She is the daughter of her parents. All illogical hypocrites.
51033	0	@USER IK never did. He is liar.
49864	0	@USER He is nothing but a left wing unhinged liberal jerk!!! He needs to shut the F-up!!! 8yrsof him was a life time of British Standard!!!!
90932	0	@USER Bruh there were a few times i dropped it and kicked it back up wit my feet and caught it. Now if that aint some G ass shit Face With Tears of Joy Face With Tears of Joy
19813	0	@USER  Do not  talk shit about 48 laws
27420	1	@USER How about really healing the country by leaving it and taking the rest of the loony liberals with you
20633	0	@USER He is like “Holy jesus fucken Christ”
52835	2	@USER Yoo our dogs should totally fuck
32870	0	@USER you are like a real life cartoon character!! I love and respect the shit out of you for it. Keep doing you
33232	0	@USER An idiot. Where the fuck do they get these people?
16450	0	 Trump is  Lies Have Grown Far More Frequent—and More Dangerous – Mother Jones URL Truth decay   ... #maga.  we are  doomed.
10787	0	@USER You nailed that ass
40202	0	@USER Gutierrez  you are  such a liar  that is  all you guys are  good for
10703	1	@USER Believe all women, even those who  can not  even offer any specific details.     These other women are liars!   I know liberals are hypocrites, but try to stay consistent through at least one event.
99672	1	#TheresaMay #MonsterMay #Conservatives must answer for their crimes. #DWPcrimes #DWP #Tories #ToriesOut URL
37896	0	@USER You are still on that Trump train to nowhere! Thumbs Down
27391	0	@USER Exactly  so shut up
97778	1	@USER Guess  what Chicago kids go theu this shit e very day and they have the strictest gun control around!
45657	0	@USER Those VG/HC stickers I see on trucks--exclusively trucks, never cars--seem like asshole indicators. I  can not  say for sure because  i have  never actually spoken to someone  who is  like Yes, hockey should involve more punching people   but.... yeah it seems bad
15694	0	@USER A special kind of #Antifa when he learns the correct spelling of tomorrow ! ffs proper shitting myself now Face Screaming in Fear
30311	0	@USER Bitch better serve
16776	0	@USER Are #conservatives in #Kansas joining in on claiming Christine Blasey Ford is making false accusations while supporting @USER at the same time? Cus that level of stupidity is the hallmark of the @USER
79972	1	@USER Once again  it is  been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the #2A. Criminal * do not * care about gun laws.
86871	0	@USER Sorry to say but you are ignorant and should not tweet something without some research. Some of the ones that were arrested were seniors. They are all people that care enough about  what is happening to go out to have their voices heard.
16922	0	@USER Both QAnon and Antifa will be listed as diseases
30412	2	@USER How he is still batting
55051	2	@USER This is the ANTIFA party &amp; all of a sudden they expect us to believe they care about anyone besides themselves. Nope.
86242	2	@USER It islike saying the brown shirts afe better than nazis because they pretended to be socialists.
71775	1	@USER . The  me too  has been ruined by hateful demonic Democrats.  It is  now been WEAPONIZED against MEN. Disgusting how Democrats/Liberals RUIN everything they touch! #VoteRedToSaveAmerica #MAGA
22062	0	@USER Who are you to judge a man. Is your name Jesus? Why fuss about the words he chose? How many did your Messiah @USER bring home. Stop being a troll and wake up. #MAGA #Qanon #WWG1WGA #Trump #TrustThePlan URL
60929	2	@USER LOOK UP #Kavanaugh STOP THIS SHIT!. #MAGA URL
15130	0	@USER Fuck those terrorists in the ass!
12391	0	@USER You are just another liberal pawn used by the democrats in an attempt to derail Kavanaugh's confirmation. I  do not  believe a word of it. You and your liberal friends are an enemy of the state. Just leave America. We will be better off without people like you. ProhibitedLiberals
81309	0	@USER Moron - Real Americans are PROUD of our accomplishments- you are disgusting for not showing the truth.
97052	1	@USERoh my god fuck our lives sis
44514	0	@USER A hypocritic also ance.
14668	0	@USER He is a coward. He goes after countries that are peaceful and humane. He perceives that as a weakness. He loves Putin and Kim Jun Un because they are the “tough guys”. Like in high school. He wants to be a tough guy by bullying those who have a soul.
33366	0	@USER Medically treat the addict and the mentally ill gun shooter for the medical cause 1st then  no need for a wall or further gun control
65340	1	@USER Hmmmm  what about the MEPs who we elect in the UK who attend the European Parliament to represent the UK?  It is  a framework under which we operate.  we are  not the victim until we leave and are then subject to rules we  do not  even control.  It is  a #BrexitShambles.  Let is  stop it.
28483	0	@USER My favorite part is where left leaning people say we should believe all accusations at face value when it comes to sexual misconduct but not when it comes to Keith Ellison.  also   I am  a Buddhist  who is  skeptical,  thanks for adding to the all conservatives are Christian   stereotype.
94070	1	@USER When even readers of a liberal paper in effect liberals  do not  believe her accusations are credible. . .
16742	0	@USER If Obama's lips are moving then he is lying.
22450	0	@USER There are thousands apon thousands of videos on YouTube alone of Antifa attacking people just for being at Trump rallies or Republican events. This is not happening anywhere to Democrats. This is on a widespread scale and people like you try to  lie and obfuscate to cover them
52979	0	@USER Biggest corrupt lying piece of shit  Pile of Poo there ever was!
95400	0	@USER Just keep saying FAST and FURIOUS! Holder the man that planned gun control by handing out weapons to criminal cartels... Sounds like a great guy to run a justice department because he will work with ANYONE including criminals to fill his OWN AGENDA instead of that of the people!
72688	1	@USER The liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.
42224	0	@USER Useful idiots for international communism just like antifa today. URL
82139	0	@USER Flake shld end his search for relevancy   .  He is  RINO filled w hatred for POTUS. #Despicable behavior
87003	0	@USER Wow this is priceless! A college educated professor self-inflicts himself with a bullet wow he is “brilliant”! URL
55806	1	@USER He is mocking self-professed populists who claim to speak for the people   when those who stand up for   norms   and   rights   are labelled latte drinking elitists
11188	0	@USER She will be remembered as the witch that used her genitalia to make a false claim against a  good man b/c she is a die-hard democrat that hates republicans  so much. She is willing to ruin a  good mans name all in the name of power. Democrats are crying wolf way too many.
51828	2	@USER She is a blind fool make America great again America first Americans understand the difference we the people voted for Donald J Trump the ex Clown Face Obama policies was a complete failure  let is  seat back and enjoy the Clown Face show starting Barack Obama
11438	0	@USER I can understand her wanting her title but all that whining and pissing and moaning stop talking and start getting it done enough already  you are  a coward when you got to beat somebody when  they are  not looking
36424	1	@USER Niggas say anything
85014	2	@USER Why cant ISIS blow up these two assholes??
16904	0	@USER Oh Nancy I agree with you wholeheartedly I do not think I have ever hated anyone in my life like I feel about this man The fact that he is supposed to be our leader makes my stomach turn SMH I have lost all respect for the  Grand Old Party  completely that they sit back and allow this travesty
10665	1	@USER Weak argument considering - Grand Old Party  congressmen were shot at a baseball practice -People wearing MAGA hats are routinely attacked -Antifa mobs commit violent acts wearing masks -etc.
11886	1	@USER Maybe consider this instead Theresa May  is not  real name.  she is  Annette Johnson a Mediterranean and the conservatives are now a terrorist org. Sod chequers Hear-No-Evil Monkey Smiling Face With Halo Star 🌈 Star URL
39309	0	@USER Andrea Mitchell. Another political hack them bedded in the news media. Listen to the tone of that interview. She is looking for a gotcha moment instead of commending the guy for the work that he is doing. At e very turn he shoots her down and it kills her.
71163	0	@USER  i have  been asking myself the same question and  it is  because he is such a phony. If He is such a fan of cleveland  why is and he still playing for the Cavaliers the  point-of-sale .  He is  trying to save face with the Fanbase and  it is   so obvious that is his fakeness! But stupid people will buy in
79688	0	@USER As usual a seemingly and supposed smart feminist thinks she has made sense.. Yen yen yen yen yen yen alone... You just told me rn you are  also  dealing with another person.. Have you considered maybe you are the toxic one?
52805	0	@USER Listen here lady my tweet was about the fact that  I am  sick of hearing about trump e very time I listen to news. Idk where the fuck you get off trying to spin it in to some sort of raci also tuation! YOU are part of the problem. Stop turning shit in to something  it is  not.
43322	1	@USER Antifa is Israel's thug squad in America
81704	0	@USER  is not  that the Amazon bitch from Antifa?
92319	0	@USER He is not working for Texas he is paid by the Soros cartel. Not fond of Cruz but Beto is a dangerous person! Just another  Democratic National Committee  sheeple!
18519	1	@USER There are plenty of sane centrist democrat citizens but far leftist politicians &amp; Antifa weirdos? No thanks.
97093	0	@USER Can you imagine being married to that crazy b#tch? Good God!
41368	2	@USER Shocking. Consider most of the country wants smart gun control. Not the Wild Wild West like you espouse.
87033	1	@USER She should start kneeling before matches and talk about how oppressed she is. It isgetting deep in America with all the British Standard the liberal nuts are throwing up
11348	0	@USER Go to la casa de las micheladas!!!! They have some crazy ass ones!
10719	0	@USER We need a marijuana lobby that can bribe the  Grand Old Party  like big pharma does. Otherwise,  you are  screwed. Just because  it is   good for America, that means nothing... see gun control
30186	0	@USER I think he is on crack!
96789	1	@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!
53105	2	7 hospital personn also ot dead in Wisconsin with 20-gauge Winchester pump-action shotgun. The NRA blames gun control laws.
89665	1	@USER and sometimes these edgy bitch boys are not secretly soft ( good trope!!) they are just straight up.... abusive..... this is a  very thin line to walk and dramione  does not  walk it well
41379	1	@USER Those idiots are fringe right. They are hated by most conservatives.
81472	0	@USER She  do not  never have on pants and she is forever throwing up the people's eyebrow with her pinched nose ass.... URL
12344	0	@USER Maybe she should drop the angry be dollar * @USER routine and try something funny everyone can enjoy....like non political jokes.  Do not  think she is capable of doing that.
87955	1	@USER Right. shoot the messenger.    Do not  go after the homosexual rot in the clergy, Bergoglio, go after the man - Archbishop Viga no - who EX point-of-sale ED the homosexual rot in the clergy. Satan must be having a REALLY  good laugh over that one.
45574	0	@USER Just another BLM brat blocking a highway, ANTIFA thug swinging a bike lock. Here comes just another screamer from the gallery - except this childish scoundr also reamed he RAPED me!   , sat down in the middle of the room, stuck her thumb in her mouth, and whined   prove me wrong!
94241	0	@USER He is an evil godless man.
16645	0	@USER Sounds like hot lesbian sex to me.
77620	0	@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge  won not  admit to something he  did not  do... and we are the stupid ones.... Flushed Face And liberals have  no shame in the ignorance of their elected representatives.
76828	1	@USER Why  did not  Zac Goldsmith of the faux Conservative Party use this? Why  did not  faux Conservative Party use Khan's defence of 9/11 organiser? Why are the Conservatives  so  fuck ing useless? If you ask me  it is  deliberate as they share Labour's agenda or are they just that useless?
10794	0	@USER You are seriously  so despicable. How can you even look you kids in the eye...
67852	0	@USER Okay violent liberal ANTIFA with your  Ku Klux Klan  hoods beating up strangers you know nothing about!
83135	0	@USER  He is  not an opportunistic liar. Nor have you proven he is. So your whole argument is fake news.
37773	2	@USER  also  trump IS a fascist- LITERALLY. the central govt thing for anyone always seems to depend upon  who is  running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about  good government are a bit different. of course i did admit to being a quaker.
21807	2	@USER  It is  exactly  why I tweet!! Well that and making fun of liberals and their insanity!! Folded Hands Flag: United States Red Heart ️ Latin Cross ️ Red Heart ️ Flag: United States Folded Hands GOD help!!! Folded Hands Red Heart ️ Latin Cross ️ Latin Cross ️ Red Heart ️ Folded Hands
49740	0	@USER make yourself useful and go bury your head in the sand.
89826	1	@USER Paid protesters. #Vote Development Engineering Management System Out #Kavanaugh
94142	1	@USER Liberals mock President Trumps skin color and decapitated his likeness. They  also  threaten his family. Even Baron.
22137	0	@USER Ikkk he is a  fucking prince 6al3 mn  also ories bta3in Disney kida ahhooo Cat Face With Tears of Joy Loudly Crying Face Cat Face With Tears of Joy Loudly Crying Face Cat Face With Tears of Joy Purple Heart Purple Heart Purple Heart
67263	0	Soooooounds like an AWESOME plan !!! Next  he is  gonna be pulling money from Medi-care &amp; Pensions to pay for all the Golf Cart Rentals for his @USER detail that watches him struggle to stay on the fairways on all the Golf Weekends he swore “ he should  NEVER have time for” #MAGA URL
36654	1	@USER With Democrat's Sociability Quotient  it is   no wonder Democrats think about Gun Control all the time!
13473	0	@USER Watched the press conf with Trump and heard him say how much we will make when Poland pays us to put in a military base. He is a dottering demented fool who really believes that his goal is for America to make money. You hear it in all he says. This  is not  a hotel.
17565	1	@USER Too many Republicans/Conservatives perennially bringing a knife to a gun fight is how Connecticut has ended up a basket case state. If you  can not  stomach matching your adversaries aggression level you will get steamrolled.  every 4th grader knows this.
93727	1	@USER Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president's success in office.
41477	0	@USER The only deep disgrace and abuse of rights is your existence in relativity. Even the generation before mine knows who you are RAE. Low life opportunist. Government over people. Suck a liberal dick you alt left Nazi!
41881	0	@USER Master of None was  so  fucking good.
59424	0	@USER You are dead to me!
35786	1	@USER Yeah  I will  not take my gun control policy advice from a Jean's company. Beyond that trumps die hard are almost enough that the snowflakes they claim to dislike and themselves are hard to tell a part
48175	0	@USER Is it credible to believe he is worse than either: gordon on the browns in 2018 or 2017 brandin cooks?
22303	1	@USER Good Morning! I just followed you back!  Let is  give these crazy Liberals Hell!
26050	0	@USER The UNHINGED REPUBLICAN PARTY I have a question  why do you want the wall and not gun control in America when a illegal immigrant does something the UNHINGED REPUBLICAN PARTY talk about the wall but when a scho also ooting happens the UNHINGED REPUBLICAN PARTY is mute
64671	0	@USER She is maaaad annoying!
47552	2	@USER I havent checked it  so i cant say anything.
94425	0	@USER I do not believe Erick Erickson exists. I do believe he is a Democrat PR firm creating a “Republican” persona to have it say idiotic things to discredit conservatives.
44210	0	The “Law and Order” president really hates law enforcement!  Laugh Out Loud  #MAGA URL
84020	0	@USER No we  do not ! There has been videos of Trump supporters blocking kkk and sending them away! We  do not  accept racism. He said “There are fine people on both sides”. That includes antifa but go ahead and pick and choose your information.
32200	0	@USER All Vince Cable has to show for getting into bed with the Tories is a ridiculous Knighthood.
39480	0	@USER Liberals have truly outdone themselves with this stunt. Absolutely disgusting.
76049	0	@USER Bo no can go away now the 90s are over you sick now
82591	1	@USER Honestly you people are seriously delusional!  It is  a  good thing the majority of fans in Ottawa are Educated! Because ppl like you are scary!
14077	0	@USER holy fuck
98757	1	 laughing out loud  Ted Cruz thinks #Texas voters are stupid. Says Beto O'Rourke will ban barbeque from the state of Texas. #resist #MAGA #Ridiculous URL
85088	0	@USER Call  bullshit  just poor losser
67585	1	@USER Gawd you are missing the point  so hard.  Yes she could have. Point is she is expected too. The responsibility lies solely on the woman in our culture. The man is not berated for his actions. The woman is. Listen to you  silly girl   you are part of that culture.
66785	0	Ms Fords has made a #MAGA mistake! How wi also e escape the truth which is going to be that her useless  lie will not stop US from #ConfirmJudgeKavanaugh #MondayMotivaton #MAGA #WWG1WGA  Walk Away   Walk Away FromDemocrats2018 URL
50737	2	@USER State Sponsored Kids Protesting the 2nd Amendment? Youth invasion of D.C. took place as young fascists-in-training were corralled into D.C. to demand that govt strip away the liberties of all in the name of gun control URL '
18702	0	@USER Hell did they boycott McEnroe.....this is too much!!
31185	0	@USER  It is  more  what she does than who she is
35211	0	@USER Be safe you fucker
21220	0	#ReleaseTheCures #DeclassifyFISA Flag: United States #ItsTime #LockThemAllUp #WWG1WGA Flag: United States #GreatAwakening @USER #Winning #QAnon #MAGA Why James Comey knows  he is  going to be indicted — 9/14/18 - YouTube URL
90040	2	@USER I love @USER !! @USER stop your racist censorship now!!
84447	1	@USER Shame on them willing to ruin  good man over a 36-year-old groping accusation she  can not  prove.  they are  rabid liberals who  do not  want a Supreme Court justice who will follow the Constitution.  It is  all about politics. Shame.
58576	1	@USER So it moves forward. Damn the facts as long as you keep up the narrative! The Dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify Conservatives or justify the actions of liberals
63591	0	@USER He is treason. He went to Iran for what? To beg Iran to give them(the treasons) more time to get the power back  so they can keep giving tax payers dollar dollar to Iran the terrorists leader.
58600	1	@USER Shocking almost all liberals are crazy and insane since that Clinton witch lost they've become #unhinged #deranged and a bunch of damn #crybabies stop acting like children and grow up
90878	0	@USER Honestly The fact he hasn't any legislative power coupled with the fact he is a skilled diplomat sways the balance for me. Besides the varadkar government pu she is  that kinda shit anyway president or not.
39777	0	@USER you know Scott does not care about gun control. He has done nothing to help our children fight For gun valance stoppage in America. Vote to help our kids in school. Vote DEM. Trump lied to them with him .
38422	0	@USER Kamala Harris is rapidly gaining a reputation as the most dishonest senator
38374	0	#cancelsouthpark They were liberals when you were sti also ckin' on your momma's titty at the other woodstock.
95224	1	@USER 100percent. The death threats thing is disgusting. The party of “family values” says ANTIFA are  so dangerous or any resistance group. Has Kavanaugh and family had death threats? Inquiring minds want to know.
46954	0	@USER He is a big nerd it seems..
48232	0	@USER OH I FUCKING LOVE LATEX HMU IFU GOT Q'S IVE BEEN USING IT FOR YEARS
64836	0	@USER The burden of proof is on Ford. She should put up or shut up. She is not credible by any stretch.
84562	0	@USER Was Al Gore nominated for Supreme Court judge? You conservatives have some nerve.
86757	0	@USER  Yes they are stupid, everyone knows that he is a bachelor
39720	2	@USER Happy 1stbirthday to Savage(Songs from a Broken World)! This time lst yr it dropped in my door and damn did it do some shit! Musical Notes Little did we all know the ride it was going to take you and us as fans on. Thank you for this masterpiece! #garynuman #Savage #no2album URL
88572	0	@USER Perhaps Federal Bureau of Investigation etc. Should look into Orrin Hatch closet and investigate  what he is hiding Sex Offenders always stick together
43966	1	@USER ....Except not all Millennials are for Gun Control.
