id	subtask_c	tweet
21379	0	@USER Please call trump out for  what he is...a NARCI Schutzstaffel ISTIC SOCIOPATH!
52252	1	@USER Fuck them 
91001	0	@USER Good move....he is the big loser
80561	0	@USER There are many dumb arguments for gun control but this may be the dumbest and most common.
39907	0	@USER please  do not  kill me. antifa on the other hand...
77294	0	@USER She is an ugly black hearted troll URL
28841	0	@USER We have been saved from you! MAGA!
59998	0	@USER You can probably imagine all the  Social justice warrior  snowflakes that  do not  feel also feel   working where there might be conservatives lurking in the shadows. Conservatives are now the Ruskies of the 21st century.
28812	1	@USER This all I get Crying Face damn these haters deleting you IG for  no reason... URL
64776	0	@USER SJSHSJ THATS MY JOB BITCH
69972	0	@USER What part of NO COLLUSION  do not  you get??? This is  why you are a dumocrat
96789	1	@USER if the reason for Farakans illegal values are because he is black or Muslim, that would be a reason to detest him. I believe his illegal values are simply a result of bad character, like his supporters!
68629	0	@USER Let the leftist democrats riot in the streets with their antifa counterparts.
77319	0	@USER ANTIFA is not giving death threats to professor Ford or threatening violence if their candidate loses or Spanky is impeached.
49504	1	@USER So has the Law changed...you just make an allegation now days and your guilty until proven innocent. Liberals are mentally ill!
31229	1	@USER This game sucks donkey balls
88546	0	@USER Absolutely should be a nail in the coffin.... for Hilliary
32897	0	@USER He is a DUMBA Schutzstaffel  !!!!!
62072	1	@USER ...and  Levi Strauss  wanting gun control How many of us wonder  why the heck do they want our freedoms taken away ~ or is it just selective freedoms? URL
95444	0	@USER At this point in time... I  do not  think Pres. Trump gives a  shit ... and neither do I!  laughing out loud  URL
62481	0	@USER donnie jr. you and your family owe the country an apology for taking your criminal activities into OUR White House You are lining your pockets while your father is unfit and making a mockery of our republic. Shame on you and your family. Justice will prevail
39021	0	@USER Oh my Carmen. He is SO FRICKING CUTE
68840	0	@USER Chelsea is as crazy as her mother
32916	1	@USER And the brainless #DEMS wants us to believe that he  does not  have the majority. Liberals is just like their leaders   the corrupts #Obama and  Crooked Hillary  both are real bad losers #MAGA #TRUMP
18547	1	@USER California gun control is direct result of white people scared of Black Panthers using their right to bear arms. NRA had  no problem with that gun control!
82607	1	@USER And yet millions of permit holding people carried legally concealed firearms that same day and  did not  hurt themselves or anyone else. But yet they want to have stronger gun control. Idiots! Face With Raised Eyebrow Our wonderful media has to hype incidents that fits their agenda.
82339	1	@USER  Yes do hurt your selves gun control freaks.
34510	1	@USER Bullshit! Regulations are  good because it keeps conservatives from striping our land into the Abyss
53501	0	@USER the owner of my culo
69928	0	Now she scarred herself for life  Laugh Out Loud  #MAGA URL
31853	0	@USER you  fucking -
13872	1	Confirm the MAN! THE LEFT WING ACTIVIST IS A LIAR WHO'S STORY CHANGES! NO HARD EVIDENCE!  Christine Blasey Ford  Innocent until proven guilty!  Confirm Kavanaugh  #MAGA @USER #WeakRinos #Republicans
28985	2	 I am  Assuming  I am  Not Going to Get an Answer': Brainless #Liberal Stooge Ocasio-Cortez . @USER on dollar 40T Policy Plan URL  Wake Up America  THIS is NOT America's future VOTE Republican or surrender America to these #DEM morons @USER #MAGA
74004	1	@USER Leftists showing yet again how vile they can be
70838	0	@USER He is a drunk crazy man.
15991	0	@USER All that money  had not  made you smarter.
16885	1	@USER By the way  why  do not  you move to Haiti ? You liberals seem to make shit holes out of large cities. So go somewhere where  it is  already a shit hole  so you  do not  have to do any work !
19514	0	 Should not  pussy grabbing @USER be the one wearing the gloves while handling food? #MAGA URL
34317	0	@USER Antifa  does not  beat facsists to try to get them to change their mind - they know  it is  a lost cause to try to change a  fascist is  mind. They do it to scare them into hiding, to demoralize them, and to stop the spread of their hateful ideology. There is  no forcing views on others   .
36289	1	#FireMorningJoe he is cut from the same cloth as all other conservatives. His misogyny and bigotry are always on display. He is responsible for Trump. URL
86477	2	@USER It does work. If you want to control a population. Australian gun control had  no effect on homicides.
44015	1	@USER Liberals ruin everything!
11411	1	@USER  That is   what happens when you let a liberal get a hold of a gun. That would be a  good place to start gun control. Ban liberals from getting guns.
10133	0	@USER You look happy .MAGA
29497	0	@USER Yet she is fat herself.
97300	0	@USER What a joke! She is a Gem alright!! She is a Racist phony! Right along with this Racist Phony. That thinks she will follow me from her second account. And block me. Because I speak the truth. I could care less about  follower is. Like  it is  a big party. I care that they discriminate URL
14808	1	@USER May be you have forgotten that at the moment we are European Union citizens and  so all rights afforded to us are the same as for other European Union citizens.  Do not  believe all the shit that goes on in your head.
87300	1	@USER Cause who bitches be playing with Loudly Crying Face Loudly Crying Face Loudly Crying Face Loudly Crying Face  good aint give me the gift for nothing
80497	0	@USER Coming from the man that threatened to try and kick Turmps ass now  do not  that take a set of  ball is 
97277	0	@USER Getting scared ugly man?
77769	0	&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests
33096	0	@USER Hahaha BIG thighs is not going to make it
81470	0	#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER #BrettKavanaugh had this to say about Bill Clinton during Whitewater:  It is  imperative to make his pattern of revolting behavior clear -- piece by painful piece.   Indeed. URL
20322	0	#MAGA people are  very low  intelligence quotient .  Gross Domestic Product  Growth   means LITERALLY NOTHING. In  no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government. And  what jobs did he create? Labour which pays less than living wage  Laughing My Ass Off ? URL
60130	0	@USER brother go watch how he hold his backwood in the interview like that shit was irritating  Laughing My Ass Off  nigga is mad suspicious
54559	0	A bitch built like that could beat my ass a also e wants URL
14285	0	@USER  Very pathetic man !
42133	1	@USER You must be talking about hateful conservatives.
18834	0	@USER Thats correct!!! #MAGA
38043	0	@USER This leftist is  what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a  good judge because she wants only liberals in the courts. @USER @USER @USER
76709	1	@USER This is great! Mark The Great One   Levin and Candace   The Great   Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Mila no just wet her pants again! Great team!
22728	1	@USER  Strata Data   artificial intelligence #data #hairball: @USER TDavis touring the application of #Cognitive and  machine learning techniques to speed #Governance of #data URL
11640	0	@USER I  was not  proposing scare tactics. I really meant  what I said. Trump can easilly pull the  good maga Republicans and can easilly steal enough votes from  Grand Old Party  Dem and independents and will bring fresh breath to our rotten politics. Think about it.
47009	1	@USER Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL
97936	1	@USER  It is   so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare' to ‘Liberals think all criminals should be free.' It reveals a pretty brutalist and impenetrable mind.
72024	1	@USER Why? Why are liberals  so trashy?
98547	0	@USER  Yes I saw this and I wi also y tapper kept basket her and she kept coming back with stupid answers And he finally gave up I  do not  think he is a big fan of her policies  he is  not that stupid please
98382	0	@USER If you go by anything other than he or she you are fucked in the head.
71577	0	@USER All you need to know is he is them pty inside
17391	1	@USER The Liberals are mentally unstable!!
34443	0	@USER Who authorized a search warrant of mr Jean home? Racist  what about her drug test. This is premediated murder. He will not be slandered. He is the victim.
22185	0	@USER i have heard he is making waves
77089	1	 Thursday Thoughts - FUCK liberals. Forever.
79972	1	@USER Once again  it is  been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the #2A. Criminal * do not * care about gun laws.
30085	0	@USER Mxm nigger thinks we give a fuck URL
95773	0	@USER She is a fake. Vote her out. Now she wants sympathy.
51053	2	10kids from different women from this American jobless men? Nigerian men you are the bomb!!!
14131	0	@USER This Russian agent is a DISGRACE. Hey old creep @USER you are going to die in prison. You and Trump sold America to the Russians and  it is  time you do the time for your years of crimes. Scumbag.
53995	1	@USER We  should not  be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like @USER  did not  cover that AT ALL. We had to rely on @USER for investigative coverage URL
82171	2	@USER Because 45percent of Americans are too lazy to vote.  Nonvoters  skew liberal. And too many liberals who do vote throw their vote away on 3rd party losers. Next question?
50936	1	@USER  I am  sure he  does not  call his gated  community is  private security firm Bull Connors   though.  It is  funny: Now liberals LOVE privatization of police!
97580	0	@USER Wonder how many children he molested
54991	0	@USER Oh you are in England? Your views on gun contr also opped mattering in 1776.
55051	2	@USER This is the ANTIFA party &amp; all of a sudden they expect us to believe they care about anyone besides themselves. Nope.
58548	0	@USER Wonder if he apologized to Diamond and Silk for calling them a “minstr also ow?” He should have been fired but there he is making faces.
41277	1	@USER Which is  why  it is  awesome that Kavanaugh  did not  shake that gun control dads hand. Sorry for kid was killed by a gun but  it is  not the future judges fault it happened......oh my god white people in cities are silly
51592	0	@USER John Podesta is a spirit cooking pedo.  here is  a photo of him and Valerie Jarrett in a rather compromising situation. #MAGA #qanon  Drain The Deep State   Drain The Swamp  URL
56068	1	@USER I love the way this pisses off liberals. URL
88585	1	@USER My auto correct Gggrrr she is a *crazy witch*
14234	1	@USER When I turned the speech on it sounded to me like Liberals becoming another nasty party   with his personal attacks on various individuals.
97329	0	@USER Another negative Democrat who refuses to disappear!
85409	1	. @USER As my elected MP could you please explain  why @USER is still promoting ideas that the European Union have already rejected?  We have  6 months to go and nothing appears to be moving onward. @USER are like the blind leading the blind  brexit shambles   Brexit Means Brexit  URL
14118	0	@USER So she  can not  be effected by the radiation but killed. I hope he mentions Lady Gaga witch. Since she is the only known immortal witch and supreme
63792	0	(2020 election season) Trump: my dick is the most magnificent dick. Just tremendous. Leftists: prove it you Russian puppet! Trump: *whips dick out in fit of senility* Conservatives: *vote Trump to victory*
82293	1	@USER Interesting when Demoncraps  are not  even inventive enough to create their own cartoons. This is originally put out by Republicans - liberals are the Koolaide drinkers and always have been. Liberals are  also  the scum of the earth and prove it daily through their lies
61533	1	@USER ajsjjsjdkkdjdk i want him  so much  he should  literally tell me to die and i'd obey him
40857	0	@USER  He is  dead. So you are a necrophiliac as well? Good to know...you must suck at chess never mind 3 dimensional chess...you  can not  even think one move ahead let alone many...Change your twitter handle to DumbAF not even ish Face With Rolling E yes Face With Rolling E yes Face With Rolling Eyes
23228	1	@USER They get testy and decide  you are  a paid shill   a lot, if you end up hanging around QAnon  you will  get used to it.
78473	0	@USER Trump is a  very sick man. He is toxic and mean spirited.
30890	1	#VA10 voters know @USER is the right side of the gun issue. Gun control or gun rights? The answer may help determine whether NRA-financed Rep. Comstock wins reelection URL
92935	0	@USER  oshae terry   Thug Life  #Criminal Behaved as an Ordinary Disposable Criminal. #MAGA  MAGA 2020   MAGA Rally Rules   Texas Police 
86626	0	@USER She is full of bunk.
18702	0	@USER Hell did they boycott McEnroe.....this is too much!!
78567	0	@USER i am GOING HARDCORE BITCH
80107	0	@USER I used to do signifing monkey by heart. Played it for the wife and she is like  what the hell?
84294	0	@USER I think she is the one mad. She  did not  like being called out  so she is trying to make them bully me. Grinning Squinting Face
53037	0	@USER  so she is disgusting to you because she is a Rangers fan! you are disgusting to me because you support breaking up the union!  proud to be British  Flag: United Kingdom
10605	1	@USER They should. Hopefully voters will realise that they could have ended this shitshow well before the midterms.
93280	0	@USER i think i missed a few replies here (im on a conference call) but most of the anti jihadi muslim vets i know would disagree with gun control.  so this seems odd...?
97831	1	@USER Look at all these racist white liberals freaking out because I said Tom Arnold has white privileged.
82366	0	@USER Hubby rushed me *shakes fist* will flick a pic thru this evening when I feed them again. By the way he is still the boss
70315	1	@USER  Oh My God!  !!!! Really !!!  Frank Oz  ... Liberals ruins Everything ... #DefundPBS..
83457	1	@USER Wow!!! Never thought  I would  see the left actually admitting they want to shut down free speech unless  it is  their own. At least they are admitting they are the facist. After all they did create the 2 most facist groups...ANTIFA and  Ku Klux Klan .
14877	0	@USER Rip  Laughing My Ass Off  who knows Face With Tears of Joy  that is   why  I am  trying  so hard not to expose my shits since they  can not  never relate anyway
33095	2	@USER Awful
50390	1	@USER I  do not  know anything about the kkk although I believe the democrats fund them like they always did. I think the  Development Engineering Management System  main terror group these days is antifa.
38444	0	@USER She is absolutely useless. Everyone knows it except for her and the media.
77647	0	@USER Does anyone care  what that dirtbag says???
30426	0	@USER NOT A SNOWBALLS CHANCE IN HELL DIMWIT DEM. Start taking losing like a man.....err...like a.... universal host machine ? Whatever you identify as today. WE WILL #MAGA NOT TIRED OF #WINNING SEE YOU IN NOVEMBER FOR THE  RED WAVE RISING 2018  YOU  can not  STOP  Scotus Kavenaugh 
38806	0	@USER Hopefully your obesity catches up with you by then
36795	0	@USER Thank you for your fortitude and perseverance. Please give McConnell a kick in the butt from some of us conservatives.
21223	0	@USER  yes  who else call you shitgull if it were not me or ryme Kissing Face With Closed Eyes
25469	0	@USER  she is  one of those ‘kooky' liberals.
74815	0	@USER Like if you  did not  get fired from  Entertainment Sports Programming Network 
67895	0	@USER those students not traumatised by having live shooter drills or distracted by fear of being killed at school are already doing their best. Send YOUR kid to one of those schools and we might get some action on gun control. Hypocrite.
99912	1	@USER Poor sad liberals. No hope for them.
69106	1	I got more common sense than all of my followers :)
47490	0	@USER  Columbia Broadcasting System  sez  Chief Executive Officer  Les lie Moonves' out on his ass after several allegations he was chasing ass...  Chief Operating Officer  Joseph Iannello will be interim  Chief Executive Officer  unt also mebody accuses him of the same thing... This 'shit' never ends... Ooops...
77519	2	@USER Even if the devil did make e very single one of those priests rape children... Why does the pope refuse to condemn it? Why  did not  he remove from leadership the rapist brought to him?
20232	0	@USER I  did not  tweet this  Laugh Out Loud  I  need  get my Twitter off this shit
32990	0	@USER She is. ultra rare screwed. Trump owns  Supreme Court of the United States  and he will exact a wrath upon enemies after the midterms
64626	0	@USER Then HAUL YOUR FAT A Schutzstaffel  IN HARMS WAY YOU DRUGGIE!!!
39729	0	@USER Anyone can say or write anything about themselves. Suppose tomorrow she says that she is a prophet and human race needs to follow her. What does that tell about her ? Once I see someone as useless moron I stop giving them any attention. You do the same brother. She is nobody.
93056	0	@USER He is delirious!
32139	0	@USER Rezz is a dumb bitch who will get a rude awakening from BNF in Mexico  Laugh Out Loud  URL
59690	0	Alert: Candace Owens Was Just Attacked By Antifa URL
23311	1	@USER Another dumbass Democrat. One thing you have to say about this president is  he is  not lazy. Another bullshit story as usual
33600	0	@USER when robyn posts a selfie the world stops for a moment to appreciate it
79122	1	@USER The Democrats are  so desperate all those ppl threatening Sen Collins are from CA. They will do anything to delay or halt confirmation and @USER re-election is on the line she is desperate. The ppl &amp;  Grand Old Party  are quite aware of  what is going on.
58576	1	@USER So it moves forward. Damn the facts as long as you keep up the narrative! The Dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify Conservatives or justify the actions of liberals
70525	1	@USER Poor Baby. This is  why you and your entire network CAN NOT be trusted. The only people still watching  Cable News Network  are brainwashed liberals and demonrats. URL
69004	0	@USER (She is clearly agitated in a defensive stance) Shit-  what is she doing here
28518	0	@USER Then your gonna get bitten
77529	0	@USER  Woodword is  book is slander. He is nothing but a Clown Tool!
25305	0	@USER It appears to be paired with a WOO-HOO  so he must think he is on his way to a brothel.
70652	0	@USER She is mentally unstable.
60071	0	@USER Character and Clinton. Cartoon maybe
12602	0	@USER I like that they  are not  mincing around with her. I do not understand  why she is denying doing porn.
35933	0	@USER FEMA has contacted the Senator and was told.its a Television hit you take them when you can   He Is a liar. If he had a set... he would put on his big girl panties and tell the truth!
66631	1	@USER But I thought Antifa were actually fascists but this shows Rethuglicans are the actual fascists in the room.
70446	1	@USER So absurd. The left has been fielding violent feminists and communists in the form of Antifa to attack the  very peaceful transition of power for more than two years. I wonder if it will ever occur to you that you are the bad guys? I doubt you have the moral fortitude.
26783	2	Anyone surprised? @USER  Closer Nation  #MAGA #QAnon URL
49939	0	@USER Not if you are from Wisconsin. And  it is  a bubbler. And duck duck goose.
23818	0	@USER Good liberals will allow a rapist   to continue serving on a federal district court while his victim continues to suffer? But...you said....you said....
35823	0	@USER Then  why are you pretending to be something your not???You are a phony and all your lies  won not  change that!
36639	0	@USER She mocked  Social Justice Warriors  and the  Ku Klux Klan  with extremely clever satire. The fact you  do not  have a sense of humor or are too stupid to get it is our fault. None of that means you get to denigrate or  lie about her or her motives. She is a Native American woman and you are a bigoted misogynist.
35959	0	@USER Are you saying he is a turkey chocker Face Without Mouth
14239	2	@USER Such delusional liberals..! So twisted with hate you  can not  even acknowledge the U.S. Airforce..!!
94756	0	@USER damn  what i would do to be able to eat that pussy
90701	0	@USER What exactly is it about Willy that anyone with half a brain would consider conservative? The guy is literally a poster child for Liberals
20770	0	@USER Queen Of Rap Face With Tongue Other Bitches can knot relate
77620	0	@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge  won not  admit to something he  did not  do... and we are the stupid ones.... Flushed Face And liberals have  no shame in the ignorance of their elected representatives.
21734	0	@USER BITCH
57625	0	@USER If Jamie Oliver fucks with my £3 meal deals at Tesco  I will  kill the cunt
40567	0	@USER I CARE THAT HE WAS MURDERED. I  do not  care whether he had some weed in his home (like a whole lot of Americans do) any more than  I would  care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.
32074	0	@USER I should wash your mouth out with soap for saying that! I have the utmost respect and admiration for our cops. I  do not  have that for dirt bags who would break into my home. Gun control means a steady hand not an them pty one. Go talk to Antifa buddies about being a drain
17811	0	@USER HE IS A RU Schutzstaffel IAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.
39492	1	@USER Well  he is  a liberal  so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are  very hateful violent people and must be defeated!
40412	1	@USER No news. orgs. are giving Faith Goldy the time of day.  That is  simply wrong. She may not have the experience of the other two useless fools but she cares and she is  no one's fool.
71929	0	@USER i just gave Beto dollar 100 and you a also ould as well. Trump called  Ted is  wife ugly and he is still licking his boots for help with reelection.
35524	2	Was this a threat from @USER  Dangerous Democrats  #maga URL
66579	2	@USER Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence. They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.
58523	0	@USER Let me borrow yo shit first Rolling on the Floor Laughing
66864	0	@USER WOW! That lie'n bitch is at it again. URL
24298	0	@USER Stfu bitch  Laugh Out Loud   why you Salty  I am  tryna get twitter famous ya know
43335	1	@USER ... @USER is 100percent correct and should be applauded for criticizing our inept and corrupt President - not denounced for it..... @USER @USER
46678	0	@USER You turn a dull Tuesday night into a super sexy one! So hot! Fire Fire Fire
47804	0	@USER But not as despicable as her own.
49896	0	@USER Without question Professor Ford is troubled  that is  being polite. Half the women in the world (probably more) have been groped at one time or an other and  do not  hold on to it for 40 years. This is obviously a political ploy to deter  Supreme Court of the United States  confirmation. @USER #MAGA
52906	0	@USER He is both evil and delusional. He eats those high quality paint chips.
12295	0	@USER shut that wanker up
20235	0	@USER  she will  have a total mental breakdown when he is re-elected!!!!
90247	0	@USER that is about the saddest existence I have ever been privy to reading. Sucks to be you man
89795	0	@USER So... Did Angela hook up with a younger guy  so she has someone to wipe her butt when she is 75?
86958	0	@USER Good!!! This wi also rely show us how croocked he is. Face With Tears of Joy Face With Tears of Joy Face With Tears of Joy
89600	1	@USER Exactly Hat @USER are true Feckers ! I detest them
27161	0	@USER Sam was singing and they  doesn't exist  tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?!  It is  bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder  what her family think about her going nuts!
65915	0	@USER I think he could be called a turncoat talking out of both sides of his  fucking mouth Lindsey Graham can  no longer be trusted URL
82618	1	@USER Oh boo you sound  so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.
90997	0	@USER Sucks
63005	0	@USER Fuckkk Face With Tears of Joy Face With Tears of Joy I know I seen bitch  that is  a slapper  Laughing My Ass Off 
16105	0	@USER Lefty Pope should also! He is Not worthy rep for true christian roman catholics!! He failed his flock!
89453	0	@USER And honestly  it is  ridiculous.. you are grocery shopping there is  no need to be like That
22946	1	@USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!
88594	0	@USER  It is  been up since Sunday night. He is a sloth.
53551	0	@USER Bitch shut up he building his self esteem
46987	1	#USA #UK and probably #Europe and #Australia With their level of intelligence? Weez a also oopid  you all ! #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL
97760	2	@USER When are the Republicans going to learn that Democrats hate conservatives .Vote Thursday
81704	0	@USER  is not  that the Amazon bitch from Antifa?
57305	0	@USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved. And “a” hollering? Are you seeing shit AND hearing voices?
87737	1	@USER Just one more proof that the dnc hates the cosnstitution. this is exactly  what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i  why they push both socialism and gun control
50771	0	@USER He is a beast
60966	0	You you have committed  so many crimes. No care  what a liar has to say. You belong in prison. #MAGA URL
45019	1	@USER HAHAHAHAoh my god these people. They thought they would have their way FOREVER. Idiots
84724	0	@USER Fool on the Hill !
98631	1	@USER Why of course. Liberals reject truth and accept falsehoods.  That is   why they  do not  believe Kanaugh and believe Ellison.
16691	0	@USER the nose distracts from the news
56181	1	@USER Thank you Ms Desanctis!  I am  comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!
96139	0	@USER You are T rest in peace PIN. Stop jumping to conclusions.
71104	0	@USER This sicko thinks that others scheme and  lie like he and a lot of the liberals do. Remember Rham Emanuel's famous quote “You never let a serious crisis go to waste”
11020	2	@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity
49326	0	@USER Apparently this  point-of-sale   does not  know that Viacom bought out BET. It went from black ownership to white ownership Rolling on the Floor Laughing Rolling on the Floor Laughing Rolling on the Floor Laughing Rolling on the Floor Laughing Rolling on the Floor Laughing Rolling on the Floor Laughing
32558	2	@USER Desperation! Abuse of my power cause he is losing his mind
43832	0	@USER  going to  be a bitch to re-write this one.
86646	0	@USER I bet s he is  had more  prick is  than a second-hand pincushion! #MAGA Flag: United Kingdom Flag: United States
12223	1	@USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS
49452	0	@USER She is  fucking delusional
56645	0	@USER  is not  it great how liberals ignore the pain of their victims because they are democrats. It is really sick.
92803	0	@USER No we  can not  be losing AB he is literally our whole offense
30471	1	@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for them ployees. Your station is  so crooked!!!!  also  negative on the conservatives and praise the liberals!  Drain The Deep State  #crookedmedia
93778	0	@USER You are an absolute dick Pouting Face
65422	0	@USER Well then I guess  it is  totally fine to attack his character then. My mistake. I mean  what right does an American who was the victim of gun violence have to call for stricter gun control laws anyway?
20413	1	@USER Liberals act out of them otion. Not understanding the law. Then they go around condemning every1 who does not agree with their completely fucked rational. “Nobody believed women for 250 years. So  let is  believe all women! Oh and screw the leg also stem! Men are pigs.  He is  guilty!”  Shaking My Head 
24354	1	@USER He and Obama must be copying each other does any democrat have their own thought PLEASE !!!
74402	0	@USER It  would not  surprise me a bit. Just like they falsely call conservatives, Fascists   and justify physically attacking them.    Trump is  a Nazi, kill him!   .  It is  just a matter of time before they suggest it.
19061	1	@USER  Laugh Out Loud  they have  no idea Nazis were socialist. Their complete inability to grasp reality is  so mind blowing. Antifa is  no shit calling for a civil war to defend slavery. The confederacy considered Lincoln a fascist too... hmmmm.
86448	2	@USER  Laugh Out Loud  these are exciting times...   God he is the worst
92949	0	Too bad life sucks 4 you #schiff4brains Face With Tears of Joy ur going down along wi ur other CRIMINAL friends. Only red line crossed is the LIES you TELL. you will never be anything more than the belly of a SNAKE #MAGA #TRUMP2020 #schiff4brains URL
20729	1	@USER  Let is  focus on Kavanaugh. Bringing up other cases to make an argument about hypocrisy is irrelevant.  It is  like saying,  Let is  not investigate this bank robbery because liberals have robbed other banks.   Try to focus.
29695	0	#prouduncle Smiling Face With  Heart-Eyes  she is the finest cheerleader of them all Blue Heart te amo stinky butt Heart With Ribbon URL
14179	2	@USER  what is this shit right over here? I  also  showed to my polish friends and they are quite triggered
51118	2	@USER Oh and higher unemployment and witch hunts and lynch mobs and antifa communist parades ...you can have all that shit and let Hollywood decide how you feel.
59703	1	@USER EVERYTHING is an issue with Muslims..go live in another country like Iran..
73118	1	@USER I did not admit anything! Read my Tweet again please! English is my 3rd language but I am rather  good at it! Antifa are the Nazis! They can name them self the Messiah they would still be thugs fighting against freedom and free speach! BTW free speach is not hate speach. Man up!
26447	0	@USER Holder was held in contempt of congress. Why  is not  in prison for Fast and Furious? How about for murder?
66845	1	@USER EX point-of-sale E these demons violating our Constitution with violence &amp; threats to run govt instead of winning at the polls! Name them domestic terrorists &amp; jail them all.
29880	0	@USER Grinning Face With Sweat Grinning Face With Sweat Grinning Face With Sweat Grinning Face With Sweat Grinning Face With Sweat Grinning Face With Sweat Grinning Face With Sweat Grinning Face With Sweat Grinning Face With Sweat gun control fun a statue of a stupid child under a desk are going to change peoples if that is the case they are stupid because i for will not give up my firearms or free speech or my rights to  no one or  no government! Fuck you!
