id	subtask_c	tweet
21610	1	@USER @USER @USER Again for the hard of hearing: An AR15 is an INANIMATE object. An AR15 is not INHERENTLY evil. Gun control DOESN'T decrease gun violence. Armed citizens are LESS LIKELY to become victims of mass shootings. The Holocaust was not prevented by BANNING ovens.
73044	0	@USER @USER Bill Clinton enjoyed raping them while Ted Kennedy enjoyed killing them. But you are cool with that.
46310	0	@USER So this is how Antifa finally dies? By commiting suicide? Nice.
82139	0	"""""""""""""""@USER @USER @USER @USER  Flake shld end his search for relevancy"""""""""""""""". He's RINO filled w hatred for POTUS. #Despicable behavior"""""""""""""""""""""""""""""""
99193	0	@USER Why doesn’t he leave the country if he is so unhappy with America
31397	0	@USER @USER @USER then you are a fool too
54652	0	#Trump was walking towards a crowd excited to see him. He was reciprocating the love. That moment was about the reception not 911. It was genuine and honest. Barack is nothing more than an actor who fakes crocodile tears to call for gun control.
65862	0	@USER @USER you are totally disgraceful with you name calling....disgusting
61308	0	@USER @USER @USER @USER @USER Except those whole emails the prove what yer sayin is wrong.  Hannity is paid 30 million a year to blame immigrants so you idiots happily pull the feeder bar for the guy gonna take away yer healthcare. Gotta say the stupidity is entertaining. #maga
62842	0	.@USER HOSTILE ENVIRONMENT against the POOREST and most VULNERABLE in our society just keeps on rolling. So much for #ChristianMorals eh? If you voted for this SHIT then HANG YOUR HEAD IN SHAME. @USER #JC4PMNow #POVERTY #DisabilityRights URL
43528	1	@USER @USER @USER @USER @USER @USER @USER That’s a blatant lie. ANTIFA is the worse hate group. Look at what they did at Berkeley university in California. They nearly destroyed it over a guy they disagreed with. It wasn’t the KKK OR WHITE SUPREMACY. They are shutting down free speech
65691	2	@USER @USER Isnt the NRA that propaganda pushing corporate lobby group that cares about profits and only profits? No idea who the rest of these crackpots are. That guy looks like he has an AR15 stuck up his ass.
51041	0	@USER Did you see what she said about Travis on Ellen?? That’s one hating ass bitch 😭
58830	0	@USER I muted her awhile ago when she tried to say some shit like that 6ix9ine was doing positive work for Mexican rap like he isn’t some kind of pedo garbage.
54522	0	@USER Risking his own ass lol
39039	0	@USER Didn't this trashy thing sleep her way to the top with married men?
98344	1	@USER @USER for your encore say that every other western country that’s all but eliminated mass shootings through effective gun control are lying too... it would be fitting
22837	0	@USER im fucking sad also this gif is art
63699	0	@USER @USER @USER Do it with quran and then we will see how much atheist and brave she is... hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it...  Go live in your 2 minutes Prime Time covered life ... Lord krishna and his followers don't care
52401	2	@USER This is dumb. An European government is allowed to make a decision that affects the entire planet. Also how would they even enforce this? Are they going to bug every computer in the world?
33290	0	@USER @USER I support Jahs blessings on his hussle ....he is d bomb
74638	0	@USER Beto the clown who supports the kneeling NFL thugs
78494	0	@USER Both sides have promised wall SINCE ever y should ANYONE BELIEVE ANYTHING THEY SAY????? ?promised since 1986
43851	0	@USER @USER @USER please get OFF first take! You yell wayy too much and you seem like you are being a asshole. When you are on set I litterly can't hear anything but screaming. Its obvious @USER dont like you and @USER and @USER was like dude stfu!!
32028	1	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER 🙄 Are you really serious?! Comparing some of the most prestigious positions in the nation with being a slave? You just keep proving your ignorance &amp; inability for logical thought! #MAGA
86630	0	@USER @USER Picked the fuck up
26425	1	@USER @USER According to the liberals yes!  Guilty unless she proves her innocence!  Wait are you a man? If so then No you can not be trusted ever! How dare you make a claim against a woman! Women are above the sins of man!  We are perfect!
80114	1	"""""""""""""""#SecondAmendment I saw the Dems in the Kavanaugh hearings bring up common sense"""""""""""""""" gun control, time after time. @USER is a Chicago guy. Chicago has some of the very toughest gun laws in the country, yet it's the gun violence capital of the USA. How about this Dick, ++"""""""""""""""""""""""""""""""
83283	1	@USER The democrat years in power. We remember those women well. Too bad liberals are hypocrites of the worst kind.
11200	1	@USER @USER @USER @USER At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors.
98731	1	After the twitter purge was over and black nba twitter changed their accounts back from MAGA white folk URL
70044	0	@USER He spelled Big Dick wrong.
52236	2	@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.
55967	1	@USER @USER @USER Restricting ammo is infringing upon right to bear arms. How about women can have abortions but restricted to 1-3rd week of pregnancy and must be registered Easy test of gun control laws - apply them to other rights to see if they’d be supported. If not then they are bad
73488	0	@USER @USER He is a disgrace he needs to resign or the citizens of Maricopa County need to start a recall.  If he FUBAR’s the General Election that should be it. No waiting until 2020.
48593	1	@USER @USER @USER If any left leaning freak attacks me I will attack back. But so many conservatives are just compliant. Happy with just bitching and complaining. How can we fire people up. The left has got energy. Lots of it. And if things don’t change. We’re going to loose.
98387	1	@USER Conservatives; the trailer trash party of Canada.
72508	0	@USER @USER Not now Hell no he offered that last year no go now.
70266	2	@USER @USER Something don’t seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap URL
33810	0	@USER Nope. Not going to miss his sorry ass at all.
53436	2	@USER Amazing how the POPE is afraid of the truth
45236	2	@USER David stop it with your logical connections.... True journalists like you are not in vogue..
87552	0	@USER .@USER your the perfect example of why Americans despise lying liberals. Disgusting
38393	1	@USER @USER @USER @USER @USER @USER The Q is a photoshop.  QAnon is for real though.  Silly liberals tricks are for kids!
89474	1	@USER @USER @USER @USER @USER @USER Liberals are so sensitive that they’ll believe the okay sign is racist 🤣😂🤣 URL
67331	0	@USER He’s a cocky SOB who needs to be brought down to his knees
83833	0	@USER We have nothing to lose in dumping rump asap. He is a menace.
23308	1	@USER @USER Then why the fuck did they elect him
93778	0	@USER You are an absolute dick 😡
54454	1	@USER oh no you guys dont censor the right at all...fucking hypocrites URL
14992	0	@USER You would. Can't fix stupid.  #MAGA #QAnon #ThursdayThoughts #DrainTheDeepState #ThankfulThursday #WWG1WGA #WalkAway
23495	1	.... and so it begins.   &lt;&lt;&lt;&lt; The unfair and biased and unjustified targeting of Conservatives in a massive CENSORSHIP OF CONSERVATIVES Exercise . &gt;&gt;&gt;&gt;  #Pray4TheUSA  #Pray4Revival
68629	0	@USER Let the leftist democrats riot in the streets with their antifa counterparts.
50231	2	MAGA are PERVERTS AND DEMONS-PERIOD! NOTHING IS SACRED OR INNOCENT WITH THESE MUTTS OF SATAN URL
54021	0	@USER And he is planning to run in 2020? Joe lost his natural mind...
74426	0	@USER Another typical liberal who espouses  gun control but uses hate and bullying.
81851	1	@USER @USER Who really listens to those post menapausal angry yentas except hardcore liberals and femanazis?
97389	0	@USER That's what Lindsey Graham uses for a butt hole............
48474	1	@USER and @USER @USER  @USER is inciting VIOLENCE towards Trump supporters on lists to be targeted by ANTIFA.
93002	0	@USER She is so gross. An obvious hack
21148	0	@USER @USER @USER We are calling you an operative . Or Shill. And more important a bigot for refusing to apologize for your actions to a woman just because she IS NOT a Scientologist. You won’t even acknowledge what you did or defend or explain it despite how many times it has been asked already?
90396	0	@USER @USER Be coo you got people thinking I really eat ass bitch 😂
42241	0	@USER Just the fact that #StopKavanagh REPEATEDLY attempted to block the abortion for an undocumented immigrant (which she wanted) tells me   he is unfit to serve on the Supreme Court.   We don’t need a person who cherrypicks what laws will or will not be respected.  @USER
74577	1	@USER Exhibit A gor the utter irrationality of the Left. Respect and support for women....I think not!!
85118	0	@USER She is among friends...IRA friends. A terrorist loves a terrorist.
72629	0	@USER @USER Crush him Beto !!! Make him look like the idiot he is.
15286	0	@USER She is demented.
39162	0	@USER fucking liar she was happy to play kate nash when you asked her
25486	2	@USER Worst place I've experienced that is the fucking movies
47425	0	@USER He is starting to tweet nonsense like Mango Mussolini
47995	2	@USER 🤷🏼‍♀️ that would be silly.
52388	0	@USER What an “actor” Joe Biden is....and that’s alll he is!!!  A “FAKE” phony actor!!  Get off of the stage Joe...your time has come &amp; gone!!!  We “Dregs of Society” could care less about what you preach!!!
28812	1	@USER This all I get 😢 damn these haters deleting you IG for no reason... URL
14116	0	@USER who’s the loser bitch!  lol you! fuck you #MAGA URL
30390	1	@USER It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”  ― Ronald Reagan URL
66090	0	Really # MAGA  VOTE TRUMP 2020
98927	1	@USER Go after NRA if they allowed gun control this wouldn't happen.
36795	0	@USER       Thank you for your fortitude and perseverance. Please give McConnell a kick in the butt from some of us conservatives.
21487	0	@USER Get that shit off my phone Bono - I’ll never forgive you
81640	1	@USER Yes mothers now this is what the deranged left will make you do to your little boys! Are we really going to let this happen? Pure EVIL! #VoteDemsOut #MAGA #2020 #ConfirmJudgeKavanaugh @USER URL
36049	0	@USER She is so dumb and clueless! Pushing a pipe dream. What fools they are that put her in office. Sad! #FoxNews #SocialismSucks
29871	2	@USER @USER @USER You make no sense. “Antifa” is a cut-down word for ANTI-fascist. NAZIs are Hitler fascists by definition. Many so-called right-wingers tend to fascist views. Trump does. Just listen to him. The so-called left is far from fascist.
67263	0	Soooooounds like an AWESOME plan !!!  Next he’s gonna be pulling money from Medi-care &amp; Pensions to pay for all the Golf Cart Rentals for his @USER detail that watches him struggle to stay on the fairways on all the Golf Weekends he swore “he’d NEVER have time for” #MAGA URL
87207	0	@USER @USER Quite possible. You are very right to be skeptical. But one has to start somewhere !
82618	1	@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.
45033	0	@USER *click*  FUCK YOU!!
77180	1	@USER all you want is gun control while you let corporations rip us Americans off you don’t stand up against cops assassinating unarmed black Americans cops are enemies of Americans that’s why their against @USER because they want to kill blacks in America thanks @USER
33117	0	@USER god damn you’re so fucking valid
80930	0	@USER I heard ur cock was big and lonely
30122	0	@USER @USER coming from a guy who should be arrested and charged as an accessory. I hat a deranged individual.
53206	0	@USER U a bad bitch now lol
73571	0	@USER @USER Trump is maga
76381	0	@USER @USER @USER @USER Shitting yourself more like.
59639	1	@USER @USER Hope you're right about that last part. But I've learned it's pointless to underestimate the stupidity of TX conservatives.
11046	0	@USER @USER Corey Booker try to finger blast my ass as a teenager. #MAGA #WalkAway URL
34017	0	@USER Destroying me???? Excuse me I beat you all the time why you bullshitting that?? Also I love you more 😤
59998	0	"""""""""""""""@USER You can probably imagine all the SJW snowflakes that don't feel safe"""""""""""""""" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century."""""""""""""""""""""""""""""""
61419	2	@USER then you must condemn antifa and BLM who spew hate and fear toward the police
46263	0	@USER He is a lying stack of shit too.
49160	2	@USER 👏🏻 good job (sarcasm). Also great they have gun control laws it’s saving lives! (More sarcasm).
70322	1	@USER @USER Rubio sat through a 2-hour town hall in February answering questions from the public about gun control from people whose friends and children had just been murdered. That takes more courage than grandstanding and lying in a stupid hearing.
59567	2	@USER @USER They thought she would win so they could implement the last part of their plan to use the guillotines from China and blades from Mexico. #MAGA  #LockThemAllUp  #confirmkavanaugh #WWG1WGA  #PatriotsUnited  #GodBlessAmerica  #GodBlessTheWorld  #GodBlessOurMilitary  #100thMonkey
61200	0	@USER ...Bono's attempt to inculcate the masses in his later life epiphany... senility has certain markers; i guess Bono has made that clear now - sad 😳🤔🤔
22260	0	@USER @USER @USER @USER do you like/love Louis Farrakhan because he is a racist or an anti Semite? Which one?
52643	2	@USER @USER Agreed! It’s not gun control they want - it’s people control. Without guns we are helpless and they know it! Our founders knew this too  - #2A
59228	2	4 dead in mass shooting at Fifth Third Bank building in downtown Cincinnati'. Deep State Fake News Crisis Actor Alert!! Gun Control bullshit .. F'off  Feinstein/Obama!   URL via @
81906	0	@USER Fuck me daddy
21151	0	"""""""""""""""@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"""""""""""""""" decades before but a Hollyweird gets a pass for saying """"""""""""""""fuck the shit out of the boy next to him"""""""""""""""" gets a liberal pass? URL"""""""""""""""
11188	0	@USER She will be remembered as the witch that used her genitalia to make a false claim against a good man b/c  she is a die-hard democrat that hates republicans so much.  She is willing to ruin a good mans name all in the name of power.  Democrats are crying wolf way too many.
11020	2	@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity
54549	0	"""""""""""""""6/7  ....drunk 17-year-old tell us little about his character as 53-year-old, let alone about his competency as a jurist.""""""""""""""""  But it seems a tad more likely that conservatives are merely clarifying, yet again, that “LAW AND ORDER MEANS USING THE LAW TO REINFORCE A SOCIAL ORDER."""""""""""""""""""""""""""""""""""""""""""""""
90064	2	@USER @USER @USER The bigger problem is liberal gun control nuts that want open borders to try and ‘cleanse’ a society from established cultures. Then create a ruling class or a communist structure that has been proven to fail. England is now a Muslim breeding ground. Shameful
23522	0	@USER He was almost....ALMOST as bad as Obama!
99729	1	@USER Love how fat they all are while chowing down on cake and cookies. That's the future liberals want.
44056	1	#Republicans grow some balls and start playing dirty like these liberals assholes do! URL
42038	1	@USER @USER @USER No liberals just state they believe her because she is a woman and democrat.  They state they do not believe Kavanaugh because he is a man and should “shut up”.  They probably believe OJ.
53564	1	@USER Anarchist Nefarious Treason Invading Free America = ANTIFA.
12695	0	@USER @USER @USER Lindsey... Sean Hannity talks to an echo chamber simply to hear himself.  He is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience.  He really is a laughable fool for Trump..
95600	0	@USER @USER trump may not be the one who started this mess but he can stop it. If he doesn't he is part of the problem.
59424	0	@USER You are dead to me!
26267	1	@USER @USER @USER @USER Who has what to lose? This entire thing is to block Kavanaugh. Because he leans a bit to the conservative side and was nominated by Trump. This is the liberals playing games. If you can't see it you've been brainwashed by mainstream media.
42594	0	"""""""""""""""@USER @USER Daniels said her job does not reflect her character, really. She is a cheap, sleezy porn lap dancer. The is no high road"""""""""""""""" to take in that type of job"""""""""""""""""""""""""""""""
12670	0	@USER @USER You are a liar Ed. You have always been a liar. The people in Puerto Rico lives in squalor. Govt officials hid supplies sent. Miss reported death toll due to hurricane. Stop lying!
54841	1	"""""""""""""""@USER Being the good Christian that he is, he asked God to spare his properties. Virginia beach was only slightly impacted. You know the 700 club prayer, God spare me and mine, to hell with everybody else""""""""""""""""."""""""""""""""""""""""""""""""
63003	0	@USER @USER She is an hypocrite and back stabber like her boss! She applaud this clip. Neighbors help each other when they need help?  URL
77181	0	@USER And hypocrite flies in his private jet around the world?
49584	0	@USER She is the worst. But what can you expect when you consider what she has to personally gain from his confirmation
74320	0	@USER He trashed himself it was ugly.......didn’t hurt Trump.
51659	2	@USER @USER @USER @USER I’m not sad. I’m fucking angry...    angry that the GOP is embracing fascism. My grandfather was Antifa from 1942-1945. I’m following in his footsteps.  His friends didn’t die in vain for nothing. URL
97704	1	@USER What?  All 12 of them?  What about the terrorists Antifa?  Farrakhan’s hateful and racist thugs?  BLM criminals?  Black Panthers?  Those groups have NO place either!
57027	0	@USER @USER W had empathy and regrets. He may have been a bad/ineffective president but he is way more presidential than trump could ever hope to be
53994	1	@USER @USER @USER URL  The left party relativizing and playing down communist crimes
90247	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that is about the saddest existence I have ever been privy to reading. Sucks to be you man
29814	2	@USER Northern Ireland was explicitly designed so the British establishment could stop paying attention to Ireland. They’ve been indifferent since 1921.
69534	0	@USER Hahaha the goofball is losing money and is still to dumb to know why..
29022	0	@USER Acting like an ass is not a good view.
88558	0	@USER @USER I’m sure this pope is on a first name basis with Satan himself. What a disgrace to the papacy
26203	1	@USER It is 😭 you get to see a good game and niggas working 🤷🏻‍♀️
93937	0	"""""""""""""""@USER My favorite is If you play the genocide path you are a mass murderer in real life""""""""""""""""."""""""""""""""""""""""""""""""
28907	1	@USER Naaa. I've spent 24 hours laughing my huge nuts off at your stupidity.  You fink your some kind of entity but your all a bunch of scared antifa PUSSIES wiv no muscle to see anyone you try to bully. Even that is pathetic.
36427	0	@USER @USER @USER @USER Also Jaclyn is either crazy stupid or she is straight up lying to people about the Morphe return policy. That is also deceptive and predatory
37828	0	@USER She is by far the most pretentious little try-hard housemate in there this year. So cringeworthy. #BBUK
99915	1	"""""""""""""""@USER @USER @USER @USER I don't know how They said they aren't gay tho."""""""""""""""" and """"""""""""""""And by liberals you mean conservatives."""""""""""""""" sounds like me being upset.  As for why it matters, if it doesn't matter then why go to such lengths to deny that they're gay? There's straight couples, why not just let them be gay?"""""""""""""""""""""""""""""""
35419	0	@USER @USER ikr? Riding trainer? Have fun running to Lower Rear BackWoodsistan Fucker!
11589	0	@USER @USER Landon sucks I asked him for my birthday if I could play with him but he never got back to me so Landon you suck
16437	2	@USER As if a liberal beta male could engage in sex with a straight female.
95345	0	@USER How paranoid has one person to be to think that fucking yale is a kind of antifa HQ
35133	1	"""""""""""""""@USER So funny, this was labeled as sensitive media""""""""""""""""!!   Yet, people post porn on Twitter all the time. Unfiltered"""""""""""""""""""""""""""""""
57036	0	@USER Smh nigga dat shit gone take us far u tweaked out🤦🏼‍♂️💯
30333	0	@USER The fact that she is disrespectful and blatantly rude has nothing to do with her situation🤪
33845	0	@USER @USER She has received death threats and has teenage daughters. She is protecting her family
89889	0	All Trump's and Pense 2020 merch is being made is China and not the USA.    ...maga ??   #VoteThemOut2018  #TrumpsArmy URL
75157	0	@USER @USER I’ve proven that gun control leads to lower gun deaths. You’ve chosen to ignore it and accuse the study of being falsified without any proof. Do you have any proof they used 5 states as you mentioned? Or are you going to continue to ignore me asking for clarification?
24493	1	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You didn’t read the whole thing most white mass shooters aren’t even considered terrorism because there’s no “political” agenda to their murder like Dylan roof
48143	0	@USER @USER bitch i know u see the rainbow inna bio😂
42537	1	Mueller proves the judicial system is weaponized.  Democrat special councils only charge Republicans.  So if we play the game then Republican special councils should charge Democrats.  Right!   Balls in your court Republicans.   MAGA URL
97916	1	@USER I think Michelle spilled Democrats plans for civil war.. liberals are lunatics
88097	0	@USER your @USER app is down / sucks
27802	1	@USER @USER Further proving that #LiberalismCausesMentalRetardation and #Feminists are a cancer on the American Republic
52687	2	@USER See...it's not gun control we need. It's Leftist Liberal Control. Guns don't kill people. Idiotic Immoral Leftists do. #LiberalismIsaMentalDisorder #DemsAreDangerous #WalkAway
22728	1	@USER #StrataData #AI #data #hairball: @USER TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL
77459	1	@USER It’s just people who say they hate identity politics while going on about the left hates them for being black conservatives
80698	0	@USER He just doesn’t fit the team now. Agholor should stay in the slot because that’s where he is successful. JMatt is not an outside threat.
81517	0	@USER @USER WTF??! SHE IS ONE.... I did say I hope trumps doc rots off but nobody noticed... oh yah I tagged him too... I better tone down the dick falling off. It will happen soon enough!!!!🤭🤔😂
26490	0	"""""""""""""""@USER @USER @USER @USER Also cancel school debt"""""""""""""""" is the most stupid of all of her ideas. And far left idea of free college is bigoted idea. No wonder conservatives call us """"""""""""""""elitists"""""""""""""""". Who is going to pay for technical/trade schools 4 those who are not """"""""""""""""book smart""""""""""""""""?  Crazy!"""""""""""""""""""""""""""""""
49858	0	@USER 2 ways for President Trump to lose in 2020. Gun control and an immigration bill with no wall.
66764	0	@USER If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE
84361	1	@USER @USER Here come the beta liberals lmao *convo muted you can cry all day to yourselves.
15835	1	@USER That’s one way to look at it. The other is that the charge is bullshit for almost everyone.
26624	2	@USER @USER NO REAL AMERICAN WOULD WATCH THIS CRAP
84835	2	@USER Can we all stop pretending that the Catholic Church is not the seat of Satan on earth?
83279	0	@USER you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 bitch eat dirt
83318	0	@USER Henny... Why do you outside. Where u and ya pussy ass sister at. We just wanna talk
53551	0	@USER @USER Bitch shut up he building his self esteem
82616	0	@USER @USER @USER Tell this idiot to try with other religion book. Her height will b reduced 6 inch from top before amrinder reaches her to arrest. She is sick. She needs treatment. And she is alive becoz she hindu. Don't blabber non sense
55199	0	65 women defend Kavanaugh as 'a good person' amid allegations - IGNORE Dianne FEInstein. She is obsolete! You disgusting idiot piece of sh%@ Feinstein. He will rule supreme!
67852	0	@USER @USER @USER Okay violent liberal ANTIFA with your KKK hoods beating up strangers you know nothing about!
63305	1	@USER He’s more qualified than all of you Obama folks put together!
25720	0	@USER Treason he should hang he has no business even trying this who the F does he think he is Trump needs to Lock him up fast
87399	1	@USER @USER Liberals will melt 😂 😂 😂
80635	0	@USER This is the most ridiculous tweet I’ve read today. Comparing the traitors that are the #cpc to the liberals is like saying the democrats and republicans are two of the same. Grasping on straws. Pathetic
36039	0	@USER Gotta give him credit where its due he may not be a mason but he is out there competing his ass off
45637	0	@USER I think he is hoping someone somewhat soviet will take care of it for him. This could get even uglier.
21967	0	@USER He makes a good point. Too bad that is a career death sentence these days.
43865	0	@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.
12851	0	@USER @USER As if Politically Correct Speech and gun control laws are not attacks on the Constitution! Your hypocrisy is showing.
84693	0	@USER He is NUTS!!!!
77406	1	@USER Your so correct! Liberals r so easy to figure out! Make America great again  Get rid of All liberal Woman
24498	1	@USER @USER Elder and Owen have been the bravest in pointing out that the culture is part of the problem.  Liberals have engrained this short lived culture. Culture can change and will being black doesn’t have to be linked to poverty and resistance.
98561	0	@USER Al Franken anyone? Any assault or harassment stays with you for a lifetime.  I was sexually harassed in HS by a coach.  I was 17.  I remember it like yesterday and I'm almost 60.  Scott Newman you are scum.
89799	0	Impeach Trump and #MAGA
94142	1	@USER @USER Liberals mock President Trumps skin color and decapitated his likeness. They also threaten his family. Even Baron.
79256	0	@USER Zarries didn’t start this conversation! It was a larry shipper that trash talked our ship!! So how about y’all petty ass larries stay out of our mention eh?!!
53375	0	@USER I can't wait for Kavanaugh to throw gun control in the garbage can where it belongs.
17595	0	@USER @USER @USER No. She is a liar.
85655	0	@ everyone who said jihoons new hair cut is ugly: you are wrong
98653	0	@USER I’m alright with this. If someone is dumb enough to try this then they deserve what ever they get. I can’t wait to hear about the first AntiFa idiot to get blown away after they tried to steal a gun from someone in a stand your ground state 😂
31877	2	@USER @USER @USER If by Conservatives you mean people that work and pay taxes to help support people like you then I guess we are dumb thinking that you would appreciate it instead of wanting more and more. Get a job start paying taxes and see how much you love any tax and spend gov.
84508	1	@USER Manafort has been on K street for a long time. He knows things. Deep dark things. I agree. He is gonna burn some folk. Mueller already knows who he wants. Manafort is gonna give them up.
10790	1	@USER @USER Fuck the Steelers bah on my mama that’s some racist shyt they doing don’t wanna pay that dude and call him selfish for not wanted to report
28518	0	@USER Then your gonna get bitten
28517	0	@USER @USER @USER @USER @USER hey #sickholder were you the dirty filthy greasy cheesy negarrrr who was in contempt of Congress? Don't open your mouth it's extremely stink.
22822	0	@USER Ford is a liar &amp; a ultra left wing radical working with George Soros &amp; others such as Antifa &amp; the Dem party has known it all along.
71100	0	@USER @USER @USER @USER Im going to tell you one more time to fuck off before I block and report your ass. Whos your current president?
